选股日期,排名,代码,名称,相似度,匹配案例,匹配日期,类别,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-10-14,3,300688,创业黑马,94.5%,case_006,2025-08-04,bowl_center,匹配case_006,31.565,27.1,-14.15%,+32.43%,第580天,2026-03-20,30
2025-10-14,4,603926,铁流股份,94.0%,case_002,2025-08-06,bowl_center,匹配case_002,9.77,18.5,+89.36%,+188.64%,第924天,2026-03-20,30
2025-10-14,5,603216,梦天家居,94.0%,case_002,2025-08-06,bowl_center,匹配case_002,12.79,33.62,+162.86%,+360.05%,第922天,2026-03-20,30
2025-10-14,6,603486,科沃斯,93.8%,case_006,2025-08-04,bowl_center,匹配case_006,72.916,61.24,-16.01%,+53.18%,第784天,2026-03-20,30
2025-10-14,7,301479,弘景光电,93.6%,case_006,2025-08-04,bowl_center,匹配case_006,113.264,72.114,-36.33%,+5.56%,第0天,2025-04-17,30
2025-10-14,8,688230,芯导科技,93.5%,case_004,2025-07-23,bowl_center,匹配case_004,41.19,62.97,+52.88%,+116.68%,第796天,2026-03-20,30
2025-10-14,9,688328,深科达,93.4%,case_004,2025-07-23,bowl_center,匹配case_004,25.23,38.75,+53.59%,+98.77%,第965天,2026-03-20,30
2025-10-14,10,301046,能辉科技,93.4%,case_004,2025-07-23,bowl_center,匹配case_004,29.5,26.2,-11.19%,+14.81%,第868天,2026-03-20,30
2025-10-15,1,603216,梦天家居,96.5%,case_002,2025-08-06,bowl_center,匹配case_002,12.79,33.62,+162.86%,+360.05%,第922天,2026-03-20,30
2025-10-15,2,600176,中国巨石,95.8%,case_002,2025-08-06,bowl_center,匹配case_002,13.875,22.65,+63.24%,+108.22%,第950天,2026-03-20,30
2025-10-15,3,603918,金桥信息,95.5%,case_006,2025-08-04,bowl_center,匹配case_006,27.96,13.87,-50.39%,+17.10%,第34天,2026-03-20,30
2025-10-15,4,000069,华侨城Ａ,95.3%,case_004,2025-07-23,bowl_center,匹配case_004,4.69,2.29,-51.17%,+7.04%,第8天,2026-03-20,30
2025-10-15,5,002244,滨江集团,94.9%,case_004,2025-07-23,bowl_center,匹配case_004,9.558,10.2,+6.72%,+33.92%,第796天,2026-03-20,30
2025-10-15,6,000892,欢瑞世纪,94.8%,case_002,2025-08-06,bowl_center,匹配case_002,4.18,6.0,+43.54%,+136.12%,第930天,2026-03-20,30
2025-10-15,7,688237,超卓航科,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,43.79,48.7,+11.21%,+42.68%,第830天,2026-03-20,30
2025-10-15,8,688127,蓝特光学,94.2%,case_006,2025-08-04,bowl_center,匹配case_006,15.54,60.04,+286.36%,+324.07%,第958天,2026-03-20,30
2025-10-15,9,688779,五矿新能,94.1%,case_002,2025-08-06,bowl_center,匹配case_002,10.87,10.76,-1.01%,+17.57%,第958天,2026-03-20,30
2025-10-15,10,000810,创维数字,94.1%,case_002,2025-08-06,bowl_center,匹配case_002,15.252,10.8,-29.19%,+19.20%,第518天,2026-03-20,30
2025-10-16,1,301272,英华特,96.9%,case_004,2025-07-23,bowl_center,匹配case_004,67.574,39.73,-41.21%,+8.27%,第18天,2026-03-20,30
2025-10-16,2,688515,裕太微-U,95.8%,case_004,2025-07-23,bowl_center,匹配case_004,232.48,121.68,-47.66%,+15.28%,第0天,2026-03-20,30
2025-10-16,3,301155,海力风电,95.5%,case_004,2025-07-23,bowl_center,匹配case_004,67.61,85.42,+26.34%,+52.43%,第806天,2026-03-20,30
2025-10-16,4,002246,北化股份,95.3%,case_003,2025-06-20,bowl_center,匹配case_003,9.125,24.31,+166.41%,+183.84%,第956天,2026-03-20,30
2025-10-16,5,300341,麦克奥迪,95.0%,case_003,2025-06-20,bowl_center,匹配case_003,10.68,14.88,+39.33%,+210.02%,第460天,2026-03-20,30
2025-10-16,6,603871,嘉友国际,94.9%,case_004,2025-07-23,bowl_center,匹配case_004,7.67,14.78,+92.70%,+123.32%,第439天,2026-03-20,30
2025-10-16,7,605128,上海沿浦,94.6%,case_004,2025-07-23,bowl_center,匹配case_004,20.982,33.92,+61.66%,+123.86%,第791天,2026-03-20,30
2025-10-16,8,688508,芯朋微,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,64.811,59.8,-7.73%,+19.39%,第916天,2026-03-20,30
2025-10-16,9,688380,中微半导,94.5%,case_003,2025-06-20,bowl_center,匹配case_003,28.261,45.36,+60.50%,+115.81%,第918天,2026-03-20,30
2025-10-16,10,300567,精测电子,94.4%,case_006,2025-08-04,bowl_center,匹配case_006,86.083,129.44,+50.37%,+85.29%,第950天,2026-03-20,30
2025-10-17,1,600426,华鲁恒升,95.7%,case_006,2025-08-04,bowl_center,匹配case_006,32.001,35.55,+11.09%,+37.81%,第956天,2026-03-20,30
2025-10-17,2,600095,湘财股份,95.5%,case_003,2025-06-20,bowl_center,匹配case_003,7.895,9.6,+21.60%,+84.55%,第823天,2026-03-20,30
2025-10-17,3,688352,颀中科技,95.4%,case_003,2025-06-20,bowl_center,匹配case_003,12.92,12.77,-1.16%,+32.12%,第908天,2026-03-20,30
2025-10-17,4,603699,纽威股份,94.7%,case_004,2025-07-23,bowl_center,匹配case_004,12.68,49.57,+290.93%,+408.68%,第917天,2026-03-20,30
2025-10-17,5,600846,同济科技,94.6%,case_002,2025-08-06,bowl_center,匹配case_002,9.221,12.81,+38.92%,+99.22%,第868天,2026-03-20,30
2025-10-17,6,301326,捷邦科技,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,34.691,126.4,+264.36%,+369.86%,第957天,2026-03-20,30
2025-10-17,7,002888,惠威科技,94.4%,case_006,2025-08-04,bowl_center,匹配case_006,13.919,18.9,+35.79%,+120.41%,第162天,2026-03-20,30
2025-10-17,8,688365,光云科技,94.1%,case_006,2025-08-04,bowl_center,匹配case_006,12.69,18.62,+46.73%,+169.50%,第902天,2026-03-20,30
2025-10-17,9,601958,金钼股份,94.1%,case_006,2025-08-04,bowl_center,匹配case_006,10.33,18.94,+83.35%,+167.67%,第950天,2026-03-20,30
2025-10-17,10,301112,信邦智能,94.1%,case_002,2025-08-06,bowl_center,匹配case_002,33.11,32.95,-0.48%,+87.25%,第837天,2026-03-20,30
2025-10-20,1,600426,华鲁恒升,96.6%,case_006,2025-08-04,bowl_center,匹配case_006,32.001,35.55,+11.09%,+37.81%,第956天,2026-03-20,30
2025-10-20,2,688568,中科星图,96.4%,case_006,2025-08-04,bowl_center,匹配case_006,22.123,66.31,+199.73%,+351.79%,第902天,2026-03-20,30
2025-10-20,3,688271,联影医疗,96.2%,case_006,2025-08-04,bowl_center,匹配case_006,144.472,113.96,-21.12%,+13.77%,第774天,2026-03-20,30
2025-10-20,4,605100,华丰股份,95.7%,case_004,2025-07-23,bowl_center,匹配case_004,14.85,40.16,+170.44%,+240.54%,第902天,2026-03-20,30
2025-10-20,5,002145,钛能化学,95.3%,case_002,2025-08-06,bowl_center,匹配case_002,5.877,4.89,-16.79%,+5.33%,第810天,2026-03-20,30
2025-10-20,6,688100,威胜信息,94.6%,case_006,2025-08-04,bowl_center,匹配case_006,26.342,36.67,+39.21%,+97.92%,第439天,2026-03-20,30
2025-10-20,7,002290,禾盛新材,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,13.0,60.93,+368.69%,+427.85%,第910天,2026-03-20,30
2025-10-20,8,301326,捷邦科技,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,34.691,126.4,+264.36%,+369.86%,第957天,2026-03-20,30
2025-10-20,9,000737,北方铜业,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,5.6,13.48,+140.71%,+283.93%,第918天,2026-03-20,30
2025-10-20,10,601388,怡球资源,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,2.992,3.53,+17.98%,+60.43%,第918天,2026-03-20,30
2025-10-21,1,002145,钛能化学,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,5.877,4.89,-16.79%,+5.33%,第810天,2026-03-20,30
2025-10-21,2,002518,科士达,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,32.72,45.71,+39.70%,+83.99%,第909天,2026-03-20,30
2025-10-21,3,605100,华丰股份,94.1%,case_004,2025-07-23,bowl_center,匹配case_004,14.85,40.16,+170.44%,+240.54%,第902天,2026-03-20,30
2025-10-21,4,300182,捷成股份,93.8%,case_002,2025-08-06,bowl_center,匹配case_002,5.515,5.92,+7.34%,+71.53%,第930天,2026-03-20,30
2025-10-21,5,600489,中金黄金,93.5%,case_002,2025-08-06,bowl_center,匹配case_002,10.14,26.08,+157.20%,+309.07%,第917天,2026-03-20,30
2025-10-21,6,000737,北方铜业,93.5%,case_002,2025-08-06,bowl_center,匹配case_002,5.6,13.48,+140.71%,+283.93%,第918天,2026-03-20,30
2025-10-21,7,002011,盾安环境,93.2%,case_002,2025-08-06,bowl_center,匹配case_002,13.48,12.35,-8.38%,+15.36%,第789天,2026-03-20,30
2025-10-21,8,600095,湘财股份,93.2%,case_008,2025-07-10,bowl_center,匹配case_008,7.895,9.6,+21.60%,+84.55%,第823天,2026-03-20,30
2025-10-21,9,000672,上峰水泥,93.1%,case_011,2025-11-12,bowl_center,匹配case_011,9.116,12.9,+41.51%,+76.72%,第943天,2026-03-20,30
2025-10-21,10,300390,天华新能,93.1%,case_006,2025-08-04,bowl_center,匹配case_006,29.807,47.77,+60.26%,+118.04%,第847天,2026-03-20,30
2025-10-22,1,688348,昱能科技,96.0%,case_006,2025-08-04,bowl_center,匹配case_006,117.072,65.55,-44.01%,+6.19%,第4天,2026-03-20,30
2025-10-22,2,601618,中国中冶,95.5%,case_008,2025-07-10,bowl_center,匹配case_008,3.852,3.05,-20.82%,+11.63%,第806天,2026-03-20,30
2025-10-22,3,605100,华丰股份,95.0%,case_004,2025-07-23,bowl_center,匹配case_004,14.85,40.16,+170.44%,+240.54%,第902天,2026-03-20,30
2025-10-22,4,002056,横店东磁,94.6%,case_008,2025-07-10,bowl_center,匹配case_008,15.944,22.26,+39.61%,+62.07%,第960天,2026-03-20,30
2025-10-22,5,000400,许继电气,94.4%,case_003,2025-06-20,bowl_center,匹配case_003,21.357,28.5,+33.45%,+72.98%,第439天,2026-03-20,30
2025-10-22,6,301269,华大九天,94.4%,case_008,2025-07-10,bowl_center,匹配case_008,116.57,86.0,-26.22%,+32.84%,第488天,2026-03-20,30
2025-10-22,7,002298,中电鑫龙,94.3%,case_001,2025-05-12,bowl_center,匹配case_001,6.17,11.83,+91.73%,+142.95%,第792天,2026-03-20,30
2025-10-22,8,301042,安联锐视,94.0%,case_004,2025-07-23,bowl_center,匹配case_004,31.076,91.08,+193.09%,+256.87%,第957天,2026-03-20,30
2025-10-22,9,600751,海航科技,94.0%,case_004,2025-07-23,bowl_center,匹配case_004,2.71,3.88,+43.17%,+95.57%,第838天,2026-03-20,30
2025-10-22,10,688596,正帆科技,93.7%,case_001,2025-05-12,bowl_center,匹配case_001,34.438,29.42,-14.57%,+44.61%,第810天,2026-03-20,30
2025-10-23,1,002145,钛能化学,95.5%,case_002,2025-08-06,bowl_center,匹配case_002,5.877,4.89,-16.79%,+5.33%,第810天,2026-03-20,30
2025-10-23,2,601618,中国中冶,94.7%,case_008,2025-07-10,bowl_center,匹配case_008,3.852,3.05,-20.82%,+11.63%,第806天,2026-03-20,30
2025-10-23,3,605389,长龄液压,94.6%,case_004,2025-07-23,bowl_center,匹配case_004,26.63,24.09,-9.54%,+4.88%,第4天,2023-08-16,30
2025-10-23,4,000878,云南铜业,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,11.0,18.7,+70.00%,+167.91%,第930天,2026-03-20,30
2025-10-23,5,600857,宁波中百,93.9%,case_001,2025-05-12,bowl_center,匹配case_001,10.165,11.85,+16.58%,+83.77%,第837天,2026-03-20,30
2025-10-23,6,000035,中国天楹,93.7%,case_008,2025-07-10,bowl_center,匹配case_008,5.037,6.95,+37.98%,+70.74%,第960天,2026-03-20,30
2025-10-23,7,688106,金宏气体,93.7%,case_004,2025-07-23,bowl_center,匹配case_004,23.449,29.11,+24.14%,+31.09%,第967天,2026-03-20,30
2025-10-23,8,301019,宁波色母,93.6%,case_009,2025-08-01,bowl_center,匹配case_009,14.704,20.68,+40.64%,+103.28%,第865天,2026-03-20,30
2025-10-23,9,002394,联发股份,93.5%,case_004,2025-07-23,bowl_center,匹配case_004,7.62,14.26,+87.14%,+165.09%,第901天,2026-03-20,30
2025-10-23,10,600848,上海临港,93.5%,case_003,2025-06-20,bowl_center,匹配case_003,12.31,10.14,-17.63%,+15.27%,第841天,2026-03-20,30
2025-10-24,1,001326,联域股份,95.0%,case_002,2025-08-06,bowl_center,匹配case_002,62.89,55.29,-12.08%,+40.31%,第1天,2026-03-20,30
2025-10-24,2,300539,横河精密,94.5%,case_002,2025-08-06,bowl_center,匹配case_002,12.235,27.23,+122.56%,+396.12%,第806天,2026-03-20,30
2025-10-24,3,600157,永泰能源,94.3%,case_004,2025-07-23,bowl_center,匹配case_004,1.425,1.85,+29.82%,+50.18%,第516天,2026-03-20,30
2025-10-24,4,605289,罗曼股份,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,34.32,113.0,+229.25%,+316.67%,第960天,2026-03-20,30
2025-10-24,5,603823,百合花,94.0%,case_002,2025-08-06,bowl_center,匹配case_002,10.91,15.64,+43.35%,+84.97%,第911天,2026-03-20,30
2025-10-24,6,600848,上海临港,93.9%,case_002,2025-08-06,bowl_center,匹配case_002,12.31,10.14,-17.63%,+15.27%,第841天,2026-03-20,30
2025-10-24,7,002226,江南化工,93.6%,case_004,2025-07-23,bowl_center,匹配case_004,5.085,5.71,+12.29%,+49.66%,第727天,2026-03-20,30
2025-10-24,8,603095,越剑智能,93.6%,case_004,2025-07-23,bowl_center,匹配case_004,9.416,16.92,+79.69%,+137.36%,第951天,2026-03-20,30
2025-10-24,9,605389,长龄液压,93.3%,case_004,2025-07-23,bowl_center,匹配case_004,26.63,24.09,-9.54%,+4.88%,第4天,2023-08-16,30
2025-10-24,10,688187,时代电气,93.2%,case_002,2025-08-06,bowl_center,匹配case_002,40.01,52.63,+31.54%,+55.56%,第439天,2026-03-20,30
2025-10-27,1,002634,棒杰股份,97.2%,case_004,2025-07-23,bowl_center,匹配case_004,8.19,6.35,-22.47%,+8.91%,第41天,2026-03-20,30
2025-10-27,2,688038,中科通达,95.7%,case_002,2025-08-06,bowl_center,匹配case_002,14.25,19.77,+38.74%,+76.98%,第960天,2026-03-20,30
2025-10-27,3,300537,广信材料,95.6%,case_004,2025-07-23,bowl_center,匹配case_004,15.01,21.82,+45.37%,+108.19%,第757天,2026-03-20,30
2025-10-27,4,300539,横河精密,95.4%,case_002,2025-08-06,bowl_center,匹配case_002,12.235,27.23,+122.56%,+396.12%,第806天,2026-03-20,30
2025-10-27,5,688033,天宜新材,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,18.015,8.57,-52.43%,+7.83%,第117天,2026-03-20,30
2025-10-27,6,600848,上海临港,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,12.31,10.14,-17.63%,+15.27%,第841天,2026-03-20,30
2025-10-27,7,300096,ST易联众,94.2%,case_002,2025-08-06,bowl_center,匹配case_002,5.98,5.92,-1.00%,+11.87%,第14天,2023-08-25,30
2025-10-27,8,603095,越剑智能,94.0%,case_004,2025-07-23,bowl_center,匹配case_004,9.416,16.92,+79.69%,+137.36%,第951天,2026-03-20,30
2025-10-27,9,600157,永泰能源,94.0%,case_004,2025-07-23,bowl_center,匹配case_004,1.425,1.85,+29.82%,+50.18%,第516天,2026-03-20,30
2025-10-27,10,002531,天顺风能,93.9%,case_004,2025-07-23,bowl_center,匹配case_004,13.775,11.19,-18.77%,+3.77%,第102天,2026-03-20,30
2025-10-28,1,300096,ST易联众,95.8%,case_002,2025-08-06,bowl_center,匹配case_002,5.98,5.92,-1.00%,+11.87%,第14天,2023-08-25,30
2025-10-28,2,000517,荣安地产,94.9%,case_006,2025-08-04,bowl_center,匹配case_006,2.88,2.01,-30.21%,+12.15%,第6天,2026-03-20,30
2025-10-28,3,002626,金达威,94.5%,case_008,2025-07-10,bowl_center,匹配case_008,18.53,17.86,-3.62%,+21.10%,第812天,2026-03-20,30
2025-10-28,4,600546,山煤国际,94.5%,case_011,2025-11-12,bowl_center,匹配case_011,13.65,11.77,-13.77%,+39.12%,第210天,2026-03-20,30
2025-10-28,5,600676,交运股份,94.4%,case_008,2025-07-10,bowl_center,匹配case_008,4.36,7.45,+70.87%,+133.49%,第907天,2026-03-20,30
2025-10-28,6,300393,中来股份,94.3%,case_006,2025-08-04,bowl_center,匹配case_006,12.812,10.05,-21.56%,+2.11%,第0天,2026-03-20,30
2025-10-28,7,601212,白银有色,93.3%,case_001,2025-05-12,bowl_center,匹配case_001,2.863,8.13,+183.97%,+430.56%,第917天,2026-03-20,30
2025-10-28,8,300537,广信材料,93.3%,case_004,2025-07-23,bowl_center,匹配case_004,15.01,21.82,+45.37%,+108.19%,第757天,2026-03-20,30
2025-10-28,9,688058,宝兰德,93.2%,case_003,2025-06-20,bowl_center,匹配case_003,34.529,28.39,-17.78%,+27.95%,第473天,2026-03-20,30
2025-10-28,10,603839,安正时尚,93.0%,case_003,2025-06-20,bowl_center,匹配case_003,7.469,7.23,-3.20%,+55.04%,第774天,2026-03-20,30
2025-10-29,1,603889,新澳股份,95.5%,case_004,2025-07-23,bowl_center,匹配case_004,7.76,7.9,+1.80%,+24.74%,第910天,2026-03-20,30
2025-10-29,2,002343,慈文传媒,94.3%,case_006,2025-08-04,bowl_center,匹配case_006,7.15,6.28,-12.17%,+38.32%,第242天,2026-03-20,30
2025-10-29,3,601588,北辰实业,94.2%,case_006,2025-08-04,bowl_center,匹配case_006,2.43,1.76,-27.57%,+9.47%,第6天,2026-03-20,30
2025-10-29,4,600676,交运股份,94.0%,case_008,2025-07-10,bowl_center,匹配case_008,4.36,7.45,+70.87%,+133.49%,第907天,2026-03-20,30
2025-10-29,5,002585,双星新材,93.8%,case_006,2025-08-04,bowl_center,匹配case_006,10.43,7.06,-32.31%,+6.52%,第6天,2026-03-20,30
2025-10-29,6,603080,新疆火炬,93.6%,case_002,2025-08-06,bowl_center,匹配case_002,13.57,22.74,+67.58%,+113.71%,第748天,2026-03-20,30
2025-10-29,7,000417,合百集团,93.5%,case_008,2025-07-10,bowl_center,匹配case_008,5.4,6.85,+26.85%,+75.74%,第909天,2026-03-20,30
2025-10-29,8,002923,润都股份,93.3%,case_006,2025-08-04,bowl_center,匹配case_006,13.12,15.18,+15.70%,+47.94%,第616天,2026-03-20,30
2025-10-29,9,688215,瑞晟智能,92.9%,case_002,2025-08-06,bowl_center,匹配case_002,23.881,66.57,+178.76%,+283.11%,第816天,2026-03-20,30
2025-10-29,10,600630,龙头股份,92.8%,case_009,2025-08-01,bowl_center,匹配case_009,5.72,7.96,+39.16%,+220.28%,第153天,2026-03-20,30
2025-10-30,1,000564,供销大集,96.9%,case_006,2025-08-04,bowl_center,匹配case_006,1.16,1.2,+3.45%,+18.10%,第8天,2023-08-25,30
2025-10-30,2,605499,东鹏饮料,96.1%,case_006,2025-08-04,bowl_center,匹配case_006,131.539,228.09,+73.40%,+155.76%,第686天,2026-03-20,30
2025-10-30,3,601588,北辰实业,95.8%,case_006,2025-08-04,bowl_center,匹配case_006,2.43,1.76,-27.57%,+9.47%,第6天,2026-03-20,30
2025-10-30,4,002634,棒杰股份,95.5%,case_004,2025-07-23,bowl_center,匹配case_004,8.19,6.35,-22.47%,+8.91%,第41天,2026-03-20,30
2025-10-30,5,002102,能特科技,95.2%,case_006,2025-08-04,bowl_center,匹配case_006,3.22,3.21,-0.31%,+45.34%,第778天,2026-03-20,30
2025-10-30,6,000517,荣安地产,94.7%,case_006,2025-08-04,bowl_center,匹配case_006,2.88,2.01,-30.21%,+12.15%,第6天,2026-03-20,30
2025-10-30,7,603726,朗迪集团,94.3%,case_002,2025-08-06,bowl_center,匹配case_002,12.305,23.75,+93.01%,+135.68%,第806天,2026-03-20,30
2025-10-30,8,002971,和远气体,94.2%,case_004,2025-07-23,bowl_center,匹配case_004,19.515,28.61,+46.61%,+113.17%,第834天,2026-03-20,30
2025-10-30,9,000417,合百集团,94.1%,case_003,2025-06-20,bowl_center,匹配case_003,5.4,6.85,+26.85%,+75.74%,第909天,2026-03-20,30
2025-10-30,10,605090,九丰能源,94.0%,case_004,2025-07-23,bowl_center,匹配case_004,20.517,38.11,+85.75%,+169.68%,第911天,2026-03-20,30
2025-10-31,1,300211,*ST亿通,96.8%,case_002,2025-08-06,bowl_center,匹配case_002,9.16,8.32,-9.17%,+3.17%,第7天,2023-08-25,30
2025-10-31,2,000517,荣安地产,95.7%,case_006,2025-08-04,bowl_center,匹配case_006,2.88,2.01,-30.21%,+12.15%,第6天,2026-03-20,30
2025-10-31,3,000926,福星股份,94.9%,case_006,2025-08-04,bowl_center,匹配case_006,3.796,2.12,-44.15%,+5.43%,第6天,2026-03-20,30
2025-10-31,4,001270,*ST铖昌,94.9%,case_004,2025-07-23,bowl_center,匹配case_004,65.231,108.07,+65.67%,+156.58%,第928天,2026-03-20,30
2025-10-31,5,605499,东鹏饮料,94.8%,case_006,2025-08-04,bowl_center,匹配case_006,131.539,228.09,+73.40%,+155.76%,第686天,2026-03-20,30
2025-10-31,6,600769,祥龙电业,94.8%,case_002,2025-08-06,bowl_center,匹配case_002,9.5,13.28,+39.79%,+66.21%,第818天,2026-03-20,30
2025-10-31,7,300167,ST迪威迅,94.6%,case_001,2025-05-12,bowl_center,匹配case_001,2.76,2.72,-1.45%,+19.20%,第24天,2023-08-24,30
2025-10-31,8,301369,联动科技,94.5%,case_004,2025-07-23,bowl_center,匹配case_004,76.814,137.27,+78.70%,+101.79%,第965天,2026-03-20,30
2025-10-31,9,002701,奥瑞金,94.1%,case_004,2025-07-23,bowl_center,匹配case_004,4.391,5.2,+18.42%,+52.36%,第810天,2026-03-20,30
2025-10-31,10,301265,华新环保,94.1%,case_004,2025-07-23,bowl_center,匹配case_004,12.46,21.24,+70.47%,+88.28%,第958天,2026-03-20,30
2025-11-03,1,300844,山水比德,95.4%,case_002,2025-08-06,bowl_center,匹配case_002,42.15,34.89,-17.22%,+44.72%,第762天,2026-03-20,30
2025-11-03,2,688531,日联科技,94.7%,case_002,2025-08-06,bowl_center,匹配case_002,67.254,69.63,+3.53%,+18.95%,第914天,2026-03-20,30
2025-11-03,3,002971,和远气体,94.4%,case_004,2025-07-23,bowl_center,匹配case_004,19.515,28.61,+46.61%,+113.17%,第834天,2026-03-20,30
