selection_date,code,name,rank,similarity_score,best_match_case,best_match_date,category,reasons,buy_price,sell_price,return_pct,max_gain_pct,max_gain_day,sell_date,hold_days,trigger_10pct_date,trigger_neg2pct_date,trigger_neg4pct_date,trigger_10pct_day,first_reach_order,ever_below_zero,industry,industry_heat_buy,industry_heat_10pct,industry_heat_neg2pct,industry_heat_neg4pct,industry_heat_sell
2025-07-02,300056,中创环保,2,94.57,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],14.06,14.74,4.836415362731151,12.873399715504968,35,2025-08-18,45,2025-08-05,2025-07-14,2025-07-14,34,"('neg2pct', 'neg4pct', '10pct')",True,化工,29.92,26.67,28.87,28.87,25.85
2025-07-02,605319,无锡振华,3,94.57,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],23.057,24.693,7.09545907967213,11.337121047837972,41,2025-08-18,45,2025-08-12,2025-07-04,2025-07-16,41,"('neg2pct', 'neg4pct', '10pct')",True,化工,29.92,26.29,28.6,27.57,25.85
2025-07-02,300648,星云股份,4,94.09,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],33.91,58.99,73.9604836331466,76.8799764081392,43,2025-08-18,45,2025-07-14,2025-07-03,2025-07-07,12,"('neg2pct', 'neg4pct', '10pct')",True,新能源,34.51,29.51,30.94,29.06,27.21
2025-07-02,002241,歌尔股份,5,93.93,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],22.513,28.163,25.09661084706613,27.006618398258773,47,2025-08-18,45,2025-08-14,2025-07-07,,43,"('neg2pct', '10pct')",True,电子,43.71,42.96,45.49,,44.41
2025-07-02,300940,南极光,6,93.72,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],24.12,28.92,19.900497512437813,23.963515754560518,34,2025-08-18,45,2025-07-17,2025-07-11,2025-07-11,15,"('neg2pct', 'neg4pct', '10pct')",True,新能源,34.51,28.91,29.52,29.52,27.21
2025-07-02,603036,如通股份,7,93.53,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],16.85,19.37,14.95548961424332,19.050445103857548,47,2025-08-18,45,2025-08-14,2025-07-10,2025-07-29,43,"('neg2pct', 'neg4pct', '10pct')",True,化工,29.92,25.83,30.37,26.47,25.85
2025-07-02,001268,联合精密,8,93.51,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],24.58,35.52,44.50772986167618,48.047192839707094,47,2025-08-18,45,2025-07-07,,,5,,True,化工,29.92,30.17,,,25.85
2025-07-02,603353,和顺石油,9,93.47,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],16.48,16.95,2.8519417475728086,5.218446601941744,40,2025-08-18,45,,2025-07-04,,,,True,化工,29.92,,28.6,,25.85
2025-07-02,688195,腾景科技,10,93.15,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],41.94,64.7,54.2680019074869,54.2680019074869,47,2025-08-18,45,2025-07-29,2025-07-07,,27,"('neg2pct', '10pct')",True,计算机,80.0,80.0,80.0,,80.0
2025-07-03,603657,春光科技,1,95.1,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],33.3,35.18,5.645645645645654,9.27927927927929,5,2025-08-18,45,,2025-07-07,2025-07-11,,"('neg2pct', 'neg4pct')",True,化工,29.99,,30.17,28.5,25.85
2025-07-03,603680,今创集团,2,94.43,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.22,13.27,18.270944741532965,24.24242424242423,36,2025-08-18,45,2025-07-15,,,12,,True,化工,29.99,28.41,,,25.85
2025-07-03,688120,华海清科,3,93.83,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],108.43,112.56,3.808908973531306,8.106612561099318,26,2025-08-18,45,,2025-08-12,,,,True,计算机,80.0,,80.0,,80.0
2025-07-03,688036,传音控股,4,93.56,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],75.95,81.8,7.702435813034883,14.27254772876893,39,2025-08-18,45,2025-08-04,2025-07-04,2025-07-07,32,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-03,000766,通化金马,5,93.25,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],24.89,23.38,-6.0666934511852215,1.0445962233828767,14,2025-08-18,45,,2025-07-03,2025-07-08,,"('neg2pct', 'neg4pct')",True,化工,29.99,,29.99,29.63,25.85
2025-07-03,002779,中坚科技,6,93.2,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],73.0,106.96,46.52054794520547,54.794520547945204,42,2025-08-18,45,2025-07-16,2025-07-04,2025-07-07,13,"('neg2pct', 'neg4pct', '10pct')",True,化工,29.99,27.57,28.6,30.17,25.85
2025-07-03,688800,瑞可达,7,93.06,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],45.0,77.83,72.95555555555555,81.77777777777777,46,2025-08-18,45,2025-07-10,,,7,,True,计算机,80.0,80.0,,,80.0
2025-07-03,300872,天阳科技,8,92.93,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],20.7,26.6,28.502415458937207,36.714975845410635,42,2025-08-18,45,2025-07-04,,,1,,True,计算机,80.0,80.0,,,80.0
2025-07-03,300056,中创环保,9,92.86,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],14.15,14.74,4.169611307420493,12.155477031802112,34,2025-08-18,45,2025-08-05,2025-07-04,2025-07-14,33,"('neg2pct', 'neg4pct', '10pct')",True,化工,29.99,26.67,28.6,28.87,25.85
2025-07-03,688361,中科飞测,10,92.78,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],81.95,88.12,7.528981086028068,14.691885295912133,26,2025-08-18,45,2025-07-25,2025-07-10,2025-07-22,22,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-04,300173,ST福能,1,94.97,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],6.06,6.12,0.9900990099009984,3.465346534653465,0,2025-08-18,45,,2025-07-23,2025-08-04,,"('neg2pct', 'neg4pct')",True,新能源,30.08,,28.42,25.72,27.21
2025-07-04,301487,盟固利,2,94.96,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],20.63,22.41,8.628211342704803,9.500727096461468,38,2025-08-18,45,,2025-07-15,,,,True,新能源,30.08,,28.47,,27.21
2025-07-04,603096,新经典,3,94.75,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],18.41,19.14,3.9652362846279217,5.105920695274315,39,2025-08-18,45,,,,,,True,化工,28.6,,,,25.85
2025-07-04,600992,贵绳股份,4,94.71,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],15.03,15.36,2.19560878243513,9.846972721224233,25,2025-08-18,45,,2025-07-10,2025-07-15,,"('neg2pct', 'neg4pct')",True,化工,28.6,,30.37,28.41,25.85
2025-07-04,688195,腾景科技,5,94.45,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],41.43,64.7,56.16702872314748,56.16702872314748,45,2025-08-18,45,2025-07-29,2025-07-07,,25,"('neg2pct', '10pct')",True,计算机,80.0,80.0,80.0,,80.0
2025-07-04,300550,和仁科技,6,94.43,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],13.17,13.42,1.8982536066818527,7.441154138192865,34,2025-08-18,45,,2025-07-15,,,,True,计算机,80.0,,80.0,,80.0
2025-07-04,300694,蠡湖股份,7,93.95,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],13.98,13.44,-3.862660944206015,3.2188841201716687,0,2025-08-18,45,,2025-07-11,2025-07-17,,"('neg2pct', 'neg4pct')",True,新能源,30.08,,29.52,28.91,27.21
2025-07-04,002117,东港股份,8,93.83,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.38,12.85,12.917398945518443,14.58699472759225,35,2025-08-18,45,2025-07-17,,,13,,True,化工,28.6,27.37,,,25.85
2025-07-04,600322,津投城开,9,93.81,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],2.89,2.87,-0.6920415224913501,5.8823529411764675,19,2025-08-18,45,,2025-07-09,2025-07-15,,"('neg2pct', 'neg4pct')",True,化工,28.6,,30.17,28.41,25.85
2025-07-04,603598,引力传媒,10,93.8,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],17.13,18.49,7.9392877991827175,13.776999416228836,27,2025-08-18,45,2025-07-31,,,27,,True,化工,28.6,26.02,,,25.85
2025-07-08,301421,波长光电,1,95.7,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],71.84,89.72,24.88864142538975,27.853563474387517,45,2025-08-22,45,2025-07-24,2025-07-10,,16,"('neg2pct', '10pct')",True,新能源,34.38,29.02,35.65,,25.55
2025-07-08,002647,*ST仁东,2,95.47,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],6.01,5.83,-2.995008319467549,4.825291181364393,2,2025-08-22,45,,2025-07-18,2025-07-29,,"('neg2pct', 'neg4pct')",True,化工,29.63,,28.34,26.47,25.06
2025-07-08,301607,富特科技,3,94.55,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],37.02,35.98,-2.809292274446262,0.9184224743381856,0,2025-08-22,45,,2025-07-09,2025-07-10,,"('neg2pct', 'neg4pct')",True,新能源,34.38,,31.48,35.65,25.55
2025-07-08,688272,富吉瑞,4,94.42,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],25.05,29.82,19.04191616766467,31.73652694610778,34,2025-08-22,45,2025-07-28,2025-07-09,,20,"('neg2pct', '10pct')",True,计算机,80.0,80.0,80.0,,80.0
2025-07-08,300694,蠡湖股份,5,94.31,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],14.05,13.58,-3.345195729537371,0.5693950177935948,0,2025-08-22,45,,2025-07-11,2025-07-17,,"('neg2pct', 'neg4pct')",True,新能源,34.38,,29.52,28.91,25.55
2025-07-08,600184,光电股份,6,94.3,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],16.09,21.7,34.866376631448105,55.37600994406464,34,2025-08-22,45,2025-07-22,2025-07-10,,14,"('neg2pct', '10pct')",True,化工,29.63,28.31,30.37,,25.06
2025-07-08,688155,先惠技术,7,93.96,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],49.05,56.58,15.351681957186546,22.222222222222236,14,2025-08-22,45,2025-07-22,2025-07-10,2025-07-10,14,"('neg2pct', 'neg4pct', '10pct')",True,电子,42.72,47.39,40.35,40.35,47.83
2025-07-08,600738,丽尚国潮,8,93.77,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.35,5.33,-0.3738317757009266,11.962616822429919,16,2025-08-22,45,2025-07-23,2025-07-11,,15,"('neg2pct', '10pct')",True,化工,29.63,28.22,28.5,,25.06
2025-07-08,301487,盟固利,9,93.67,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],20.9,22.25,6.459330143540678,10.430622009569378,42,2025-08-22,45,2025-08-19,2025-07-09,,42,"('neg2pct', '10pct')",True,新能源,34.38,25.99,31.48,,25.55
2025-07-08,600322,津投城开,10,93.49,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],2.91,2.87,-1.3745704467353963,5.154639175257729,15,2025-08-22,45,,2025-07-09,2025-07-15,,"('neg2pct', 'neg4pct')",True,化工,29.63,,30.17,28.41,25.06
2025-07-07,688167,炬光科技,1,96.58,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],77.6,121.25,56.250000000000014,71.39175257731961,44,2025-08-21,45,2025-07-29,,,22,,True,计算机,80.0,80.0,,,80.0
2025-07-07,603598,引力传媒,2,95.68,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],17.22,17.95,4.2392566782810714,13.182346109175375,24,2025-08-21,45,2025-07-31,,,24,,True,化工,30.17,26.02,,,26.57
2025-07-07,603258,电魂网络,3,95.1,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],23.78,23.28,-2.1026072329688814,10.008410428931871,1,2025-08-21,45,2025-07-08,2025-07-14,2025-07-14,1,"('10pct', 'neg2pct', 'neg4pct')",True,化工,30.17,29.63,28.87,28.87,26.57
2025-07-07,300331,苏大维格,4,95.07,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],21.66,23.93,10.480147737765465,13.573407202216073,38,2025-08-21,45,2025-08-14,2025-07-11,2025-07-23,38,"('neg2pct', 'neg4pct', '10pct')",True,新能源,29.06,26.08,29.52,28.42,25.94
2025-07-07,300841,康华生物,5,95.02,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],63.11,86.24,36.650293138963704,49.421644747266676,39,2025-08-21,45,2025-07-11,2025-07-09,2025-07-09,4,"('neg2pct', 'neg4pct', '10pct')",True,新能源,29.06,29.52,31.48,31.48,25.94
2025-07-07,605133,嵘泰股份,6,94.81,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],31.046,35.08,12.993622366810536,16.95548540874832,45,2025-08-21,45,2025-07-17,2025-07-10,2025-07-10,10,"('neg2pct', 'neg4pct', '10pct')",True,化工,30.17,27.37,30.37,30.37,26.57
2025-07-07,002119,康强电子,7,94.79,case_009,2025-08-01,创业板,['匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位'],16.7,17.5,4.790419161676651,7.005988023952106,45,2025-08-21,45,,2025-07-10,,,,True,化工,30.17,,30.37,,26.57
2025-07-07,688130,晶华微,8,94.74,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],21.4,24.99,16.77570093457944,32.28971962616823,31,2025-08-21,45,2025-08-04,,,28,,True,计算机,80.0,80.0,,,80.0
2025-07-07,002117,东港股份,9,94.7,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.42,13.59,19.001751313485112,22.4168126094571,45,2025-08-21,45,2025-07-17,,,10,,True,化工,30.17,27.37,,,26.57
2025-07-07,688036,传音控股,10,94.52,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],73.98,81.24,9.81346309813462,17.31549067315491,35,2025-08-21,45,2025-08-04,2025-07-07,,28,"('neg2pct', '10pct')",True,计算机,80.0,80.0,80.0,,80.0
2025-07-09,600184,光电股份,1,100.0,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],16.01,23.0,43.66021236727044,56.15240474703309,33,2025-08-25,45,2025-07-21,2025-07-10,,12,"('neg2pct', '10pct')",True,化工,30.17,28.98,30.37,,24.97
2025-07-09,002580,圣阳股份,2,95.95,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],13.41,14.77,10.14168530947054,14.168530947054439,47,2025-08-25,45,2025-08-19,2025-08-04,,41,"('neg2pct', '10pct')",True,新能源,31.48,25.99,25.72,,25.61
2025-07-09,300853,申昊科技,3,95.36,case_009,2025-08-01,创业板,['匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位'],23.06,26.61,15.394622723330444,22.2463139635733,40,2025-08-25,45,2025-07-21,,,12,,True,新能源,31.48,28.07,,,25.61
2025-07-09,300447,全信股份,4,94.84,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],15.64,16.55,5.81841432225064,13.61892583120204,30,2025-08-25,45,2025-07-23,2025-07-14,,14,"('neg2pct', '10pct')",True,新能源,31.48,28.42,29.51,,25.61
2025-07-09,300377,赢时胜,5,94.69,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],25.2,26.82,6.428571428571432,10.634920634920634,40,2025-08-25,45,2025-08-18,2025-07-10,2025-07-31,40,"('neg2pct', 'neg4pct', '10pct')",True,新能源,31.48,27.21,35.65,27.46,25.61
2025-07-09,003026,中晶科技,6,94.42,case_009,2025-08-01,创业板,['匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位'],34.78,37.65,8.251868890166755,11.27084531339851,47,2025-08-25,45,2025-08-20,2025-07-31,,42,"('neg2pct', '10pct')",True,新能源,31.48,26.21,27.46,,25.61
2025-07-09,600844,金煤科技,7,94.37,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],3.45,3.3,-4.347826086956532,5.217391304347817,14,2025-08-25,45,,2025-07-15,2025-07-29,,"('neg2pct', 'neg4pct')",True,化工,30.17,,28.41,26.47,24.97
2025-07-09,688591,泰凌微,8,94.37,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],46.21,58.47,26.531053884440592,37.329582341484524,54,2025-09-01,45,2025-08-12,2025-07-11,2025-07-25,34,"('neg2pct', 'neg4pct', '10pct')",True,电子,42.25,42.95,41.72,43.42,
2025-07-09,688115,思林杰,9,94.21,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],48.47,64.08,32.20548793067877,66.65978956055292,29,2025-08-25,45,2025-07-17,2025-07-10,2025-07-10,8,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-09,600738,丽尚国潮,10,94.15,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.37,5.43,1.1173184357541828,11.545623836126632,15,2025-08-25,45,2025-07-23,2025-07-11,,14,"('neg2pct', '10pct')",True,化工,30.17,28.22,28.5,,24.97
2025-07-10,002940,昂利康,1,100.0,case_010,2025-07-11,中小板,['匹配case_010: 昂利康 - 价格接近短期趋势线+缩量+顶部未放量'],37.633,55.523,47.53806499614699,82.56051869369966,15,2025-08-25,45,2025-07-14,,,4,,True,化工,30.37,28.87,,,24.97
2025-07-10,688109,品茗科技,2,96.46,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],30.502,41.312,35.44029899678709,49.43938102419514,46,2025-08-25,45,2025-07-17,,,7,,True,计算机,80.0,80.0,,,80.0
2025-07-10,600738,丽尚国潮,3,95.95,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.32,5.43,2.06766917293232,12.593984962406013,14,2025-08-25,45,2025-07-23,2025-07-11,,13,"('neg2pct', '10pct')",True,化工,30.37,28.22,28.5,,24.97
2025-07-10,688049,炬芯科技,4,95.42,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],48.955,57.781,18.02880196098458,25.791032580941692,46,2025-08-25,45,2025-08-14,2025-07-11,2025-07-15,35,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-10,002724,海洋王,5,95.31,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],7.66,8.37,9.268929503916437,12.663185378590086,36,2025-08-25,45,2025-08-15,2025-08-01,,36,"('neg2pct', '10pct')",True,化工,30.37,26.01,26.14,,24.97
2025-07-10,688543,国科军工,6,94.93,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],55.73,57.87,3.8399425802978655,10.353490041270417,32,2025-08-25,45,2025-08-11,2025-07-10,2025-07-23,32,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-10,688361,中科飞测,7,94.78,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],81.45,98.87,21.387354205033766,26.457949662369547,46,2025-08-25,45,2025-07-25,2025-07-17,2025-07-22,15,"('neg2pct', 'neg4pct', '10pct')",True,计算机,80.0,80.0,80.0,80.0,80.0
2025-07-10,688419,耐科装备,8,94.74,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],26.431,30.36,14.865120502440309,16.90817600544814,46,2025-08-25,45,2025-07-28,,,18,,True,计算机,80.0,80.0,,,80.0
2025-07-10,600184,光电股份,9,94.66,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],15.82,23.0,45.38558786346397,58.02781289506953,32,2025-08-25,45,2025-07-17,,,7,,True,化工,30.37,27.37,,,24.97
2025-07-10,301315,威士顿,10,94.65,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],53.17,57.22,7.6170772992288835,9.723528305435398,46,2025-08-25,45,,2025-07-23,,,,True,计算机,80.0,,80.0,,80.0
2025-07-11,002724,海洋王,1,95.66,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],7.66,8.37,9.268929503916437,12.663185378590086,35,2025-08-25,45,2025-08-15,2025-08-01,,35,"('neg2pct', '10pct')",True,化工,28.5,26.01,26.14,,24.97
2025-07-11,688582,芯动联科,2,95.62,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],63.744,82.674,29.69691265060242,39.297816265060234,38,2025-08-25,45,2025-08-15,2025-08-01,,35,"('neg2pct', '10pct')",True,计算机,80.0,80.0,80.0,,80.0
2025-07-11,688386,泛亚微透,3,95.61,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],50.56,68.62,35.719936708860764,42.68196202531645,41,2025-08-25,45,2025-07-17,,,6,,True,计算机,80.0,80.0,,,80.0
2025-07-11,603167,渤海轮渡,4,94.52,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],10.18,10.04,-1.3752455795677856,4.125736738703339,10,2025-08-25,45,,2025-07-29,2025-07-31,,"('neg2pct', 'neg4pct')",True,化工,28.5,,26.47,26.02,24.97
2025-07-11,603933,睿能科技,5,94.51,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],16.1,17.37,7.888198757763972,10.31055900621118,42,2025-08-25,45,2025-08-22,,,42,,True,化工,28.5,25.06,,,24.97
