selection_date,code,name,rank,similarity_score,best_match_case,best_match_date,category,reasons,buy_price,sell_price,return_pct,max_gain_pct,max_gain_day,sell_date,hold_days,trigger_10pct_date,trigger_5pct_date,trigger_neg2pct_date,trigger_neg4pct_date,trigger_10pct_day,trigger_5pct_day,first_reach_order,ever_below_zero,industry,industry_heat_buy,industry_heat_10pct,industry_heat_5pct,industry_heat_neg2pct,industry_heat_neg4pct,industry_heat_sell
2025-09-08,600864,哈投股份,1,94.3,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],7.44,8.03,7.930107526881707,9.408602150537636,45,2025-10-23,45,,2025-10-23,2025-09-18,2025-09-19,,45,"('neg2pct', 'neg4pct', '5pct')",True,公用事业,39.94,,43.42,39.27,25.19,43.42
2025-09-08,300561,*ST汇科,2,93.81,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],16.54,16.59,0.3022974607013344,9.613059250302298,9,2025-10-23,45,,2025-09-09,2025-09-22,2025-09-23,,1,"('5pct', 'neg2pct', 'neg4pct')",True,计算机,54.4,,55.85,65.7,69.26,59.12
2025-09-08,003010,若羽臣,3,93.75,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],59.36,41.41,-30.239218328840977,2.762803234501349,0,2025-10-23,45,,,2025-09-09,2025-09-09,,,"('neg2pct', 'neg4pct')",True,商贸零售,25.65,,,28.94,28.94,27.77
2025-09-08,600058,五矿发展,4,93.63,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],9.45,9.1,-3.7037037037037,6.349206349206364,4,2025-10-23,45,,2025-09-12,2025-09-11,2025-09-18,,4,"('neg2pct', '5pct', 'neg4pct')",True,商贸零售,25.65,,30.17,28.16,28.38,27.77
2025-09-08,000737,北方铜业,5,93.44,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],11.99,15.32,27.773144286905755,57.46455379482901,32,2025-10-23,45,2025-09-12,2025-09-12,2025-09-10,,4,4,"('neg2pct', '10pct', '5pct')",True,基础化工,77.39,67.32,67.32,67.26,,68.69
2025-09-08,688260,昀冢科技,6,93.43,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],31.01,31.6,1.9026120606256043,24.08900354724281,32,2025-10-23,45,2025-10-09,2025-09-08,2025-09-08,2025-09-11,31,0,"('5pct', 'neg2pct', 'neg4pct', '10pct')",True,电子,79.11,84.68,79.11,79.11,87.33,77.59
2025-09-08,603379,三美股份,7,92.93,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],57.75,55.56,-3.7922077922077886,7.774891774891779,32,2025-10-23,45,,2025-10-09,2025-09-09,2025-09-16,,31,"('neg2pct', 'neg4pct', '5pct')",True,基础化工,77.39,,70.02,74.8,64.69,68.69
2025-09-08,601601,中国太保,8,92.86,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],37.55,37.34,-0.5592543275632323,1.997336884154461,4,2025-10-23,45,,,2025-09-15,2025-09-17,,,"('neg2pct', 'neg4pct')",True,非银金融,30.66,,,30.54,48.35,37.55
2025-09-08,002993,奥海科技,9,92.7,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],45.32,44.68,-1.4121800529567532,6.9947043248014165,10,2025-10-23,45,,2025-09-12,2025-09-09,2025-10-13,,4,"('neg2pct', '5pct', 'neg4pct')",True,电子,79.11,,81.4,76.1,77.98,77.59
2025-09-08,300380,安硕信息,10,92.65,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],50.97,45.64,-10.45713164606631,8.848342162056108,9,2025-10-23,45,,2025-09-17,2025-09-09,2025-09-09,,9,"('neg2pct', 'neg4pct', '5pct')",True,计算机,54.4,,68.84,55.85,55.85,59.12
2025-09-05,000776,广发证券,1,94.98,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],20.59,22.72,10.344827586206891,19.71830985915492,35,2025-10-20,45,2025-09-29,2025-09-29,2025-09-08,,24,24,"('neg2pct', '10pct', '5pct')",True,交通运输,28.64,33.05,33.05,33.78,,33.69
2025-09-05,300211,*ST亿通,2,94.62,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],10.16,9.73,-4.232283464566926,4.133858267716534,34,2025-10-20,45,,,2025-09-05,2025-09-12,,,"('neg2pct', 'neg4pct')",True,通信,38.4,,,38.4,37.46,33.07
2025-09-05,300255,常山药业,3,94.43,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],47.59,50.98,7.12334524059675,9.24563984030258,45,2025-10-20,45,,2025-09-11,2025-09-05,2025-09-05,,6,"('neg2pct', 'neg4pct', '5pct')",True,医药生物,57.07,,67.71,57.07,57.07,46.99
2025-09-05,300561,*ST汇科,4,94.41,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],16.56,15.46,-6.642512077294674,9.480676328502417,12,2025-10-20,45,,2025-09-09,2025-09-05,2025-09-23,,4,"('neg2pct', '5pct', 'neg4pct')",True,计算机,58.5,,55.85,58.5,69.26,49.58
2025-09-05,301091,深城交,5,94.15,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],32.18,32.5,0.9944064636420147,14.729645742697334,39,2025-10-20,45,2025-10-13,2025-09-12,2025-09-05,,38,7,"('neg2pct', '5pct', '10pct')",True,建筑装饰,26.55,29.71,34.74,26.55,,24.21
2025-09-05,300380,安硕信息,6,93.66,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],51.47,45.93,-10.763551583446667,7.79094618224208,12,2025-10-20,45,,2025-09-17,2025-09-05,2025-09-09,,12,"('neg2pct', 'neg4pct', '5pct')",True,计算机,58.5,,68.84,58.5,55.85,49.58
2025-09-05,688309,恒誉环保,7,93.56,case_001,2025-05-12,科创板,['匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位'],24.84,24.23,-2.4557165861513663,7.286634460547499,6,2025-10-20,45,,2025-09-11,2025-09-19,2025-09-22,,6,"('5pct', 'neg2pct', 'neg4pct')",True,环保,20.66,,25.72,15.32,19.82,19.17
2025-09-05,003010,若羽臣,8,93.14,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],59.31,43.85,-26.066430618782665,2.8494351711347123,3,2025-10-20,45,,,2025-09-05,2025-09-05,,,"('neg2pct', 'neg4pct')",True,商贸零售,30.67,,,30.67,30.67,22.68
2025-09-05,600284,浦东建设,9,93.11,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],8.67,8.36,-3.5755478662053113,22.83737024221454,21,2025-10-20,45,2025-09-18,2025-09-08,2025-09-05,2025-10-17,13,3,"('neg2pct', '5pct', '10pct', 'neg4pct')",True,建筑装饰,26.55,33.35,28.16,26.55,30.73,24.21
2025-09-05,000721,西安饮食,10,92.91,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],10.22,8.64,-15.459882583170254,10.567514677103718,13,2025-10-20,45,2025-09-18,2025-09-17,2025-09-05,2025-09-23,13,12,"('neg2pct', '5pct', '10pct', 'neg4pct')",True,社会服务,26.69,34.15,24.76,26.69,26.38,22.22
2025-09-11,003006,百亚股份,1,95.13,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],29.46,23.4,-20.57026476578412,0.47522063815343024,1,2025-10-27,45,,,2025-09-11,2025-09-15,,,"('neg2pct', 'neg4pct')",True,轻工制造,27.65,,,27.65,31.39,30.04
2025-09-11,688775,影石创新,2,95.13,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],317.49,302.83,-4.6174682667170694,5.1938643736810635,7,2025-10-27,45,,2025-09-18,2025-09-15,2025-09-15,,7,"('neg2pct', 'neg4pct', '5pct')",True,电子,87.33,,88.29,77.01,77.01,83.78
2025-09-11,001395,亚联机械,3,94.91,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],52.32,48.59,-7.129204892966355,1.1467889908256907,1,2025-10-27,45,,,2025-09-12,2025-09-18,,,"('neg2pct', 'neg4pct')",True,机械设备,60.08,,,56.25,70.59,61.52
2025-09-11,688301,奕瑞科技,4,94.5,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],111.3,114.57,2.9380053908355763,13.207547169811324,29,2025-10-27,45,2025-10-09,2025-09-24,2025-09-11,,28,13,"('neg2pct', '5pct', '10pct')",True,医药生物,67.71,46.66,40.9,67.71,,53.98
2025-09-11,603115,海星股份,5,94.45,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],19.42,19.06,-1.8537590113285425,1.4418125643666198,0,2025-10-27,45,,,2025-09-11,2025-09-15,,,"('neg2pct', 'neg4pct')",True,有色金属,55.25,,,55.25,53.76,65.66
2025-09-11,600712,南宁百货,6,94.4,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],7.48,7.09,-5.213903743315515,6.283422459893044,1,2025-10-27,45,,2025-09-12,2025-09-11,2025-09-17,,1,"('neg2pct', '5pct', 'neg4pct')",True,商贸零售,28.16,,30.17,28.16,30.35,24.17
2025-09-11,300889,爱克股份,7,93.53,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],19.32,22.75,17.753623188405797,19.77225672877847,46,2025-10-27,45,2025-10-22,2025-10-15,2025-09-15,2025-09-16,41,34,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,87.33,76.06,75.52,77.01,79.59,83.78
2025-09-11,300093,*ST金刚,8,93.04,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],13.8,12.97,-6.0144927536231885,10.144927536231874,11,2025-10-27,45,2025-09-22,2025-09-18,2025-09-16,2025-09-22,11,7,"('neg2pct', '5pct', '10pct', 'neg4pct')",True,建筑材料,26.1,23.08,25.86,25.25,23.08,35.09
2025-09-11,301446,福事特,9,92.89,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],28.69,33.33,16.17288253746949,32.97316138027186,41,2025-10-27,45,2025-09-18,2025-09-18,2025-09-11,,7,7,"('neg2pct', '10pct', '5pct')",True,机械设备,60.08,70.59,70.59,60.08,,61.52
2025-09-11,688696,极米科技,10,92.19,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],125.68,106.9,-14.942711648631446,3.8192234245703234,1,2025-10-27,45,,,2025-09-11,2025-09-23,,,"('neg2pct', 'neg4pct')",True,家用电器,35.22,,,35.22,33.41,33.92
2025-09-10,301446,福事特,1,97.36,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],28.39,33.33,17.40049313138428,34.378302219091225,42,2025-10-27,45,2025-09-18,2025-09-18,2025-09-10,,8,8,"('neg2pct', '10pct', '5pct')",True,机械设备,55.63,70.59,70.59,55.63,,61.52
2025-09-10,688301,奕瑞科技,2,97.05,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],110.18,114.57,3.9843891813396133,14.35832274459974,30,2025-10-27,45,2025-10-09,2025-09-19,,,29,9,"('5pct', '10pct')",True,医药生物,49.27,46.66,43.05,,,53.98
2025-09-10,603669,灵康药业,3,96.25,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],5.81,5.58,-3.958691910499132,5.851979345955263,2,2025-10-27,45,,2025-09-12,2025-09-11,2025-09-23,,2,"('neg2pct', '5pct', 'neg4pct')",True,医药生物,49.27,,51.0,67.71,51.12,53.98
2025-09-10,688591,泰凌微,4,95.82,case_001,2025-05-12,科创板,['匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位'],48.21,50.14,4.003318813524164,35.24165110972828,29,2025-10-27,45,2025-09-17,2025-09-11,2025-10-23,2025-10-23,7,1,"('5pct', '10pct', 'neg2pct', 'neg4pct')",True,电子,81.52,80.89,87.33,77.59,77.59,83.78
2025-09-10,688127,蓝特光学,5,95.35,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],31.41,32.84,4.552690226042673,11.747851002865334,29,2025-10-27,45,2025-10-09,2025-09-18,2025-09-10,2025-09-16,29,8,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,81.52,84.68,88.29,81.52,79.59,83.78
2025-09-10,301007,德迈仕,6,95.2,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],43.39,41.34,-4.7245909195667135,15.44134593224246,15,2025-10-27,45,2025-09-24,2025-09-15,2025-09-11,2025-10-17,14,5,"('neg2pct', '5pct', '10pct', 'neg4pct')",True,汽车,53.11,53.29,60.17,51.24,52.77,50.35
2025-09-10,601777,千里科技,7,95.17,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.18,11.21,0.26833631484795295,23.97137745974955,15,2025-10-27,45,2025-09-18,2025-09-15,2025-10-23,,8,5,"('5pct', '10pct', 'neg2pct')",True,汽车,53.11,67.13,60.17,49.72,,50.35
2025-09-10,001395,亚联机械,8,95.13,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],52.26,48.59,-7.022579410639102,1.2629161882893296,2,2025-10-27,45,,,2025-09-12,2025-09-18,,,"('neg2pct', 'neg4pct')",True,机械设备,55.63,,,56.25,70.59,61.52
2025-09-10,688522,纳睿雷达,9,95.02,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],44.03,40.2,-8.698614580967517,3.97456279809221,6,2025-10-27,45,,,2025-09-23,2025-09-23,,,"('neg2pct', 'neg4pct')",True,国防军工,28.21,,,31.01,31.01,32.09
2025-09-10,688117,圣诺生物,10,94.68,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],40.54,40.99,1.110014800197343,4.020720276270357,2,2025-10-27,45,,,2025-09-11,2025-09-11,,,"('neg2pct', 'neg4pct')",True,医药生物,49.27,,,67.71,67.71,53.98
2025-09-12,000920,沃顿科技,1,95.24,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],12.37,13.25,7.113985448666134,11.398544866612776,33,2025-10-27,45,2025-10-15,2025-09-24,2025-09-18,2025-09-22,33,12,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,基础化工,67.32,61.25,67.06,70.69,62.59,68.64
2025-09-12,002521,齐峰新材,2,95.15,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],9.73,9.14,-6.063720452209659,2.7749229188078064,0,2025-10-27,45,,,2025-09-16,2025-09-18,,,"('neg2pct', 'neg4pct')",True,轻工制造,27.36,,,30.07,32.78,30.04
2025-09-12,605338,巴比食品,3,95.11,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],23.59,25.18,6.740144128868164,12.674862229758366,33,2025-10-27,45,2025-10-15,2025-10-13,2025-09-18,2025-09-18,33,31,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,食品饮料,29.55,27.31,27.67,33.09,33.09,26.41
2025-09-12,688310,迈得医疗,4,94.41,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],19.7,21.03,6.751269035533005,10.152284263959391,39,2025-10-27,45,2025-10-21,2025-10-15,2025-09-12,2025-09-18,39,33,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,机械设备,56.25,57.78,53.71,56.25,70.59,61.52
2025-09-12,603508,思维列控,5,94.34,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],32.44,32.2,-0.739827373612808,5.332922318125783,28,2025-10-27,45,,2025-10-10,2025-09-23,2025-10-20,,28,"('neg2pct', '5pct', 'neg4pct')",True,计算机,69.7,,56.81,69.26,49.58,59.48
2025-09-12,688169,石头科技,6,94.09,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],197.0,185.01,-6.08629441624366,11.436548223350254,5,2025-10-27,45,2025-09-17,2025-09-17,2025-10-13,2025-10-13,5,5,"('10pct', '5pct', 'neg2pct', 'neg4pct')",True,家用电器,31.03,40.91,40.91,28.96,28.96,33.92
2025-09-12,301446,福事特,7,94.04,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],28.62,33.33,16.457023060796637,33.29839273235498,40,2025-10-27,45,2025-09-18,2025-09-18,2025-09-15,,6,6,"('neg2pct', '10pct', '5pct')",True,机械设备,56.25,70.59,70.59,52.58,,61.52
2025-09-12,605077,华康股份,8,93.92,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],18.64,18.08,-3.0042918454935745,4.5064377682403425,0,2025-10-27,45,,,2025-09-18,2025-09-18,,,"('neg2pct', 'neg4pct')",True,基础化工,67.32,,,70.69,70.69,68.64
2025-09-12,688301,奕瑞科技,9,93.7,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],111.48,114.57,2.7717976318622073,13.024757804090415,28,2025-10-27,45,2025-10-09,2025-09-24,2025-09-15,,27,12,"('neg2pct', '5pct', '10pct')",True,医药生物,51.0,46.66,40.9,50.75,,53.98
2025-09-12,605008,长鸿高科,10,93.14,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],14.89,18.62,25.050369375419745,27.602417730020147,45,2025-10-27,45,2025-10-10,2025-10-09,2025-09-15,2025-09-18,28,27,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,基础化工,67.32,66.14,70.02,62.61,70.69,68.64
2025-09-15,688301,奕瑞科技,1,96.45,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],109.82,111.68,1.6936805682025258,14.733199781460579,25,2025-10-30,45,2025-10-09,2025-09-17,,,24,2,"('5pct', '10pct')",True,医药生物,50.75,46.66,47.27,,,51.82
2025-09-15,002476,宝莫股份,2,95.79,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],5.44,5.71,4.963235294117639,18.382352941176467,29,2025-10-30,45,2025-09-18,2025-09-18,,,3,3,"('10pct', '5pct')",True,基础化工,62.61,70.69,70.69,,,69.84
2025-09-15,301053,远信工业,3,94.79,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],36.1,34.5,-4.4321329639889235,7.783933518005526,15,2025-10-30,45,,2025-09-22,2025-09-18,2025-09-19,,7,"('neg2pct', 'neg4pct', '5pct')",True,机械设备,52.58,,57.74,70.59,58.35,60.27
2025-09-15,600712,南宁百货,4,94.78,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],7.37,6.89,-6.512890094979652,2.4423337856173637,0,2025-10-30,45,,,2025-09-17,2025-09-18,,,"('neg2pct', 'neg4pct')",True,商贸零售,24.16,,,30.35,28.38,31.68
2025-09-15,600130,*ST波导,5,94.69,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],3.92,3.99,1.785714285714293,3.3163265306122423,39,2025-10-30,45,,,2025-09-18,2025-09-18,,,"('neg2pct', 'neg4pct')",True,电子,77.01,,,88.29,88.29,81.35
2025-09-15,300357,我武生物,6,94.34,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],30.47,33.7,10.60059074499509,17.623892353134245,43,2025-10-30,45,2025-10-24,2025-09-15,2025-09-18,2025-09-18,39,0,"('5pct', 'neg2pct', 'neg4pct', '10pct')",True,医药生物,50.75,46.4,50.75,57.74,57.74,51.82
2025-09-15,300972,万辰集团,7,94.14,case_001,2025-05-12,科创板,['匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位'],167.5,174.91,4.423880597014923,21.19402985074627,37,2025-10-30,45,2025-10-10,2025-09-17,,,25,2,"('5pct', '10pct')",True,农林牧渔,31.46,29.12,27.1,,,33.79
2025-09-15,600426,华鲁恒升,8,94.09,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],26.28,25.75,-2.0167427701674323,5.403348554033478,25,2025-10-30,45,,2025-10-10,2025-09-18,2025-09-22,,25,"('neg2pct', 'neg4pct', '5pct')",True,基础化工,62.61,,66.14,70.69,62.59,69.84
2025-09-15,605338,巴比食品,9,94.01,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],23.63,24.92,5.459162082099038,12.484130342784594,30,2025-10-30,45,2025-10-15,2025-10-13,2025-09-18,2025-09-18,30,28,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,食品饮料,25.52,27.31,27.67,33.09,33.09,32.51
2025-09-15,688775,影石创新,10,93.88,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],312.35,307.3,-1.6167760525052062,6.924923963502478,3,2025-10-30,45,,2025-09-18,2025-09-15,2025-09-22,,3,"('neg2pct', '5pct', 'neg4pct')",True,电子,77.01,,88.29,77.01,79.87,81.35
2025-09-16,688696,极米科技,1,97.11,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],124.97,102.61,-17.892294150596143,3.4568296391133817,2,2025-10-31,45,,,2025-09-22,2025-09-23,,,"('neg2pct', 'neg4pct')",True,家用电器,32.51,,,33.59,33.41,31.41
2025-09-16,688578,艾力斯,2,95.81,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],110.36,107.55,-2.54621239579558,4.104748097136645,42,2025-10-31,45,,,2025-09-17,2025-09-23,,,"('neg2pct', 'neg4pct')",True,医药生物,46.88,,,47.27,51.12,63.24
2025-09-16,688283,坤恒顺维,3,95.5,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],33.72,32.04,-4.982206405693949,2.253855278766305,14,2025-10-31,45,,,2025-09-16,2025-09-18,,,"('neg2pct', 'neg4pct')",True,通信,39.69,,,39.69,51.21,30.92
2025-09-16,000830,鲁西化工,4,95.23,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],14.11,13.48,-4.464918497519483,5.740609496810777,24,2025-10-31,45,,2025-10-10,2025-09-16,2025-09-23,,24,"('neg2pct', 'neg4pct', '5pct')",True,基础化工,64.69,,66.14,64.69,68.47,71.81
