选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-10-14,3,300688,创业黑马,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,29.4,31.23,+6.22%,+11.73%,第21天,2025-11-13,30
2025-10-14,4,603926,铁流股份,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.84,15.59,-7.42%,+7.01%,第17天,2025-11-13,30
2025-10-14,5,603216,梦天家居,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.49,17.27,-1.26%,+6.23%,第0天,2025-11-19,30
2025-10-14,6,603486,科沃斯,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,96.12,82.33,-14.35%,+4.04%,第0天,2025-11-13,30
2025-10-14,7,301479,弘景光电,93.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,90.13,88.27,-2.06%,+5.80%,第14天,2025-11-13,30
2025-10-14,8,688230,芯导科技,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,74.59,68.45,-8.23%,+9.36%,第1天,2025-11-13,30
2025-10-14,9,688328,深科达,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.56,25.73,-6.64%,+7.33%,第13天,2025-11-13,30
2025-10-14,10,301046,能辉科技,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.7,29.01,+12.88%,+23.54%,第29天,2025-11-13,30
2025-10-15,1,603216,梦天家居,96.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.55,17.27,-1.60%,+1.71%,第0天,2025-11-19,30
2025-10-15,2,600176,中国巨石,95.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.93,15.89,-0.25%,+7.03%,第16天,2025-11-14,30
2025-10-15,3,603918,金桥信息,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,16.8,16.61,-1.13%,+12.80%,第19天,2025-11-14,30
2025-10-15,4,000069,华侨城Ａ,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.5,2.79,+11.60%,+17.20%,第27天,2025-11-14,30
2025-10-15,5,002244,滨江集团,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.7,10.73,-8.29%,+2.91%,第0天,2025-11-14,30
2025-10-15,6,000892,欢瑞世纪,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.93,7.28,+22.77%,+48.23%,第21天,2025-11-14,30
2025-10-15,7,688237,超卓航科,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,52.47,52.8,+0.63%,+19.08%,第12天,2025-11-14,30
2025-10-15,8,688127,蓝特光学,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,29.71,30.68,+3.26%,+17.30%,第22天,2025-11-14,30
2025-10-15,9,688779,五矿新能,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.11,9.01,+26.72%,+31.93%,第29天,2025-11-14,30
2025-10-15,10,000810,创维数字,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.4,12.2,-8.96%,+3.96%,第1天,2025-11-14,30
