选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-09-03,6,002841,视源股份,95.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,38.0,39.18,+3.11%,+6.58%,第15天,2025-09-18,15
2025-09-03,7,601702,华峰铝业,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.1,17.18,+0.47%,+5.09%,第14天,2025-09-18,15
2025-09-03,8,300647,超频三,95.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.96,7.3,+4.89%,+8.19%,第14天,2025-09-18,15
2025-09-03,9,001268,联合精密,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.41,32.74,-4.85%,+12.99%,第12天,2025-09-18,15
2025-09-03,10,603112,华翔股份,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.964,17.494,+3.12%,+8.08%,第5天,2025-09-18,15
2025-09-04,1,688766,普冉股份,97.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,71.33,105.5,+47.90%,+60.44%,第13天,2025-09-19,15
2025-09-04,2,000962,东方钽业,97.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,20.45,24.2,+18.34%,+21.76%,第8天,2025-09-19,15
2025-09-04,3,603738,泰晶科技,96.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,14.41,15.39,+6.80%,+10.48%,第14天,2025-09-19,15
2025-09-04,4,605168,三人行,96.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,31.08,30.93,-0.48%,+4.21%,第8天,2025-09-19,15
2025-09-04,5,300669,沪宁股份,96.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.61,33.82,+0.62%,+7.41%,第13天,2025-09-19,15
2025-09-04,6,688435,英方软件,96.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,34.36,35.67,+3.81%,+6.87%,第14天,2025-09-19,15
2025-09-04,7,301121,紫建电子,95.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,47.09,48.5,+2.99%,+10.41%,第13天,2025-09-19,15
2025-09-04,8,300792,壹网壹创,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,28.11,32.65,+16.15%,+22.02%,第13天,2025-09-19,15
2025-09-04,9,002303,美盈森,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,4.144,4.634,+11.82%,+11.82%,第15天,2025-09-19,15
2025-09-04,10,300839,博汇股份,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.09,13.51,-4.12%,+11.28%,第6天,2025-09-19,15
2025-09-05,1,000776,广发证券,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.49,20.5,+0.05%,+4.98%,第10天,2025-09-22,15
2025-09-05,2,300211,*ST亿通,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.16,9.06,-10.83%,+1.87%,第3天,2025-09-22,15
2025-09-05,3,300255,常山药业,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,47.59,46.06,-3.21%,+7.10%,第10天,2025-09-22,15
2025-09-05,4,300561,*ST汇科,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.56,16.45,-0.66%,+9.48%,第12天,2025-09-22,15
2025-09-05,5,301091,深城交,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.18,33.27,+3.39%,+7.12%,第7天,2025-09-22,15
2025-09-05,6,300380,安硕信息,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,51.47,51.49,+0.04%,+7.79%,第12天,2025-09-22,15
2025-09-05,7,688309,恒誉环保,93.5%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,24.84,24.05,-3.18%,+7.29%,第6天,2025-09-22,15
2025-09-05,8,003010,若羽臣,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,42.15,44.07,+4.56%,+8.19%,第17天,2025-09-22,15
2025-09-05,9,600284,浦东建设,93.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,8.59,9.34,+8.73%,+17.81%,第13天,2025-09-22,15
2025-09-05,10,600864,哈投股份,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.48,7.27,-2.81%,+2.67%,第6天,2025-09-22,15
2025-09-08,1,600864,哈投股份,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.44,7.1,-4.57%,+3.23%,第3天,2025-09-23,15
2025-09-08,2,300561,*ST汇科,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.54,15.45,-6.59%,+9.61%,第9天,2025-09-23,15
2025-09-08,3,003010,若羽臣,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,42.186,44.84,+6.29%,+8.09%,第14天,2025-09-23,15
2025-09-08,4,600058,五矿发展,93.6%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,9.45,8.74,-7.51%,+6.35%,第4天,2025-09-23,15
2025-09-08,5,000737,北方铜业,93.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,11.99,14.12,+17.76%,+27.19%,第9天,2025-09-23,15
2025-09-08,6,688260,昀冢科技,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,31.01,28.61,-7.74%,+8.35%,第10天,2025-09-23,15
2025-09-08,7,603379,三美股份,92.9%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,57.43,54.58,-4.96%,+1.65%,第0天,2025-09-23,15
2025-09-08,8,601601,中国太保,92.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,37.55,34.79,-7.35%,+2.00%,第4天,2025-09-23,15
2025-09-08,9,002993,奥海科技,92.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,44.728,46.228,+3.35%,+7.09%,第10天,2025-09-23,15
2025-09-08,10,300380,安硕信息,92.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,50.97,49.04,-3.79%,+8.85%,第9天,2025-09-23,15
2025-09-09,1,002356,赫美集团,94.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,3.6,3.74,+3.89%,+11.39%,第13天,2025-09-24,15
2025-09-09,2,603379,三美股份,94.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,56.22,56.64,+0.75%,+3.13%,第0天,2025-09-24,15
2025-09-09,3,000753,漳州发展,94.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.665,7.175,+7.65%,+15.15%,第13天,2025-09-24,15
2025-09-09,4,600222,太龙药业,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.627,6.587,-0.60%,+6.19%,第8天,2025-09-24,15
2025-09-09,5,002241,歌尔股份,93.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,31.033,34.653,+11.67%,+14.89%,第14天,2025-09-24,15
2025-09-09,6,300098,高新兴,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.67,5.94,+4.76%,+10.93%,第6天,2025-09-24,15
2025-09-09,7,300601,康泰生物,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,18.61,16.84,-9.51%,+3.55%,第1天,2025-09-24,15
2025-09-09,8,688260,昀冢科技,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,30.57,29.49,-3.53%,+9.91%,第9天,2025-09-24,15
2025-09-09,9,003015,日久光电,93.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,17.69,18.48,+4.47%,+6.16%,第15天,2025-09-24,15
2025-09-09,10,300418,昆仑万维,93.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,38.87,45.41,+16.83%,+19.30%,第15天,2025-09-24,15
2025-09-10,1,301446,福事特,97.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,28.29,31.02,+9.65%,+31.42%,第9天,2025-09-25,15
2025-09-10,2,688301,奕瑞科技,97.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,110.18,118.94,+7.95%,+8.79%,第15天,2025-09-25,15
2025-09-10,3,603669,灵康药业,96.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.81,5.62,-3.27%,+5.85%,第2天,2025-09-25,15
2025-09-10,4,688591,泰凌微,95.9%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,48.21,58.2,+20.72%,+22.30%,第15天,2025-09-25,15
2025-09-10,5,688127,蓝特光学,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.41,33.8,+7.61%,+8.88%,第15天,2025-09-25,15
2025-09-10,6,301007,德迈仕,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,43.39,47.51,+9.50%,+15.44%,第15天,2025-09-25,15
2025-09-10,7,601777,千里科技,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.18,12.99,+16.19%,+23.97%,第15天,2025-09-25,15
2025-09-10,8,001395,亚联机械,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,52.26,48.79,-6.64%,+1.26%,第2天,2025-09-25,15
2025-09-10,9,688522,纳睿雷达,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,43.98,42.88,-2.50%,+3.98%,第6天,2025-09-25,15
2025-09-10,10,688117,圣诺生物,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,40.508,39.458,-2.59%,+4.02%,第2天,2025-09-25,15
