选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 +5% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,达到 +5% 天数,触发顺序,是否曾跌破成本价,行业,行业热度_买入日,行业热度_10pct 日,行业热度_5pct 日,行业热度_neg2pct 日,行业热度_neg4pct 日,行业热度_卖出日
2025-09-26,6,688015,交控科技,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,24.64,24.11,-2.15%,+4.26%,第13天,2025-11-10,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,机械设备,55.87,,,54.94,54.94,
2025-09-26,7,688155,先惠技术,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,72.9,58.99,-19.08%,+7.68%,第13天,2025-11-10,45,-,2025-09-26,2025-10-10,2025-10-10,-,第0天,"('5pct', 'neg2pct', 'neg4pct')",是,电力设备,78.46,,78.46,80.57,80.57,
2025-09-26,8,600606,绿地控股,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,1.81,1.82,+0.55%,+4.42%,第14天,2025-11-10,45,-,-,2025-09-29,-,-,-,-,是,房地产,29.32,,,29.53,,
2025-09-26,9,603165,荣晟环保,94.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,13.36,13.36,+0.00%,+6.21%,第3天,2025-11-10,45,-,2025-09-29,2025-10-13,2025-10-17,-,第3天,"('5pct', 'neg2pct', 'neg4pct')",是,轻工制造,24.48,,26.84,27.86,25.99,
2025-09-26,10,000785,居然智家,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,2.91,2.96,+1.72%,+1.72%,第45天,2025-11-10,45,-,-,2025-09-29,-,-,-,-,是,商贸零售,22.07,,,25.44,,
2025-09-29,1,002599,盛通股份,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,8.37,8.22,-1.79%,+2.75%,第32天,2025-11-13,45,-,-,2025-10-10,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,轻工制造,26.84,,,26.42,27.86,
2025-09-29,2,300619,金银河,95.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.62,44.17,+27.59%,+37.72%,第29天,2025-11-13,45,2025-10-13,2025-10-13,2025-09-30,2025-09-30,第14天,第14天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,电力设备,80.98,73.03,73.03,79.0,79.0,
2025-09-29,3,300720,海川智能,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,24.07,29.0,+20.48%,+30.83%,第38天,2025-11-13,45,2025-11-04,2025-10-27,2025-10-10,2025-10-13,第36天,第28天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,机械设备,50.21,,61.52,54.25,54.94,
2025-09-29,4,301419,阿莱德,95.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,35.91,33.01,-8.08%,+1.64%,第28天,2025-11-13,45,-,-,2025-09-30,2025-10-09,-,-,"('neg2pct', 'neg4pct')",是,通信,33.69,,,38.08,47.08,
2025-09-29,5,600026,中远海能,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.07,13.26,+9.86%,+13.92%,第32天,2025-11-13,45,2025-10-30,2025-10-13,2025-09-29,2025-10-09,第31天,第14天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,交通运输,33.05,32.66,28.8,33.05,31.56,
2025-09-29,6,300252,金信诺,95.1%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,14.43,13.2,-8.52%,+4.30%,第1天,2025-11-13,45,-,-,2025-10-10,2025-10-10,-,-,"('neg2pct', 'neg4pct')",是,国防军工,24.47,,,30.8,30.8,
2025-09-29,7,301029,怡合达,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.04,27.54,-11.28%,+5.28%,第10天,2025-11-13,45,-,2025-10-09,2025-09-29,2025-10-13,-,第10天,"('neg2pct', '5pct', 'neg4pct')",是,机械设备,50.21,,56.38,50.21,54.94,
2025-09-29,8,300814,中富电路,94.9%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,47.96,69.2,+44.29%,+64.72%,第39天,2025-11-13,45,2025-09-30,2025-09-30,-,-,第1天,第1天,"('10pct', '5pct')",是,电子,78.12,81.95,81.95,,,
2025-09-29,9,002681,奋达科技,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.3,6.88,-5.75%,+1.78%,第1天,2025-11-13,45,-,-,2025-10-10,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,电子,78.12,,,77.52,77.98,
2025-09-29,10,300497,富祥药业,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,9.9,17.5,+76.77%,+76.77%,第45天,2025-11-13,45,2025-10-22,2025-10-20,2025-10-13,2025-10-13,第23天,第21天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,医药生物,43.9,52.23,46.99,43.09,43.09,
2025-09-30,1,002681,奋达科技,95.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.3,6.73,-7.81%,+1.78%,第0天,2025-11-14,45,-,-,2025-10-10,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,电子,81.95,,,77.52,77.98,
2025-09-30,2,603201,常润股份,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,18.93,17.62,-6.92%,+4.91%,第36天,2025-11-14,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,汽车,55.68,,,50.96,50.96,
2025-09-30,3,000727,冠捷科技,94.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,2.76,2.74,-0.72%,+2.17%,第9天,2025-11-14,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,电子,81.95,,,77.98,77.98,
2025-09-30,4,000810,创维数字,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.55,12.2,-9.96%,+4.72%,第10天,2025-11-14,45,-,-,2025-10-14,2025-10-16,-,-,"('neg2pct', 'neg4pct')",是,家用电器,33.54,,,31.63,30.6,
2025-09-30,5,688356,键凯科技,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,94.45,90.8,-3.86%,+4.28%,第31天,2025-11-14,45,-,-,2025-10-09,2025-10-10,-,-,"('neg2pct', 'neg4pct')",是,医药生物,44.01,,,46.66,43.95,
2025-09-30,6,300478,杭州高新,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.92,28.16,+13.00%,+19.90%,第45天,2025-11-14,45,2025-11-03,2025-10-10,2025-10-09,2025-10-13,第34天,第10天,"('neg2pct', '5pct', 'neg4pct', '10pct')",是,基础化工,67.06,,66.14,70.02,67.95,
2025-09-30,7,003043,华亚智能,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,51.53,51.0,-1.03%,+3.10%,第0天,2025-11-14,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,电子,81.95,,,77.98,77.98,
2025-09-30,8,301606,绿联科技,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,63.98,62.1,-2.94%,+17.58%,第35天,2025-11-14,45,2025-10-28,2025-10-27,2025-10-13,2025-10-13,第28天,第27天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,81.95,77.42,83.78,77.98,77.98,
2025-09-30,9,603009,北特科技,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,55.13,41.45,-24.81%,+2.96%,第0天,2025-11-14,45,-,-,2025-10-09,2025-10-10,-,-,"('neg2pct', 'neg4pct')",是,汽车,55.68,,,55.56,52.06,
2025-09-30,10,603926,铁流股份,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.64,15.56,-11.79%,+3.29%,第10天,2025-11-14,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,汽车,55.68,,,50.96,50.96,
2025-10-09,1,603926,铁流股份,97.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.71,14.5,-18.13%,+2.88%,第1天,2025-11-24,45,-,-,2025-10-09,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,汽车,55.56,,,55.56,50.96,
2025-10-09,2,002681,奋达科技,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,7.25,6.68,-7.86%,+1.10%,第0天,2025-11-24,45,-,-,2025-10-10,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,电子,84.68,,,77.52,77.98,
2025-10-09,3,605136,丽人丽妆,95.7%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,9.95,11.18,+12.36%,+28.54%,第42天,2025-11-24,45,2025-11-18,2025-11-18,2025-10-13,2025-10-13,第40天,第40天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,商贸零售,29.36,,,26.68,26.68,
2025-10-09,4,000810,创维数字,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.58,11.8,-13.11%,+4.49%,第1天,2025-11-24,45,-,-,2025-10-14,2025-10-16,-,-,"('neg2pct', 'neg4pct')",是,家用电器,36.3,,,31.63,30.6,
2025-10-09,5,600228,*ST返利,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.56,6.47,+16.37%,+33.09%,第34天,2025-11-24,45,2025-10-17,2025-10-15,2025-10-10,2025-10-13,第8天,第6天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,基础化工,70.02,67.92,61.25,66.14,67.95,
2025-10-09,6,001306,夏厦精密,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,102.72,82.7,-19.49%,+4.91%,第0天,2025-11-24,45,-,-,2025-10-10,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,机械设备,56.38,,,54.25,54.94,
2025-10-09,7,300457,赢合科技,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.48,27.33,-20.74%,+4.70%,第0天,2025-11-24,45,-,-,2025-10-10,2025-10-10,-,-,"('neg2pct', 'neg4pct')",是,电力设备,80.98,,,80.57,80.57,
2025-10-09,8,603196,日播时尚,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.1,23.67,+7.10%,+17.60%,第36天,2025-11-24,45,2025-10-27,2025-10-15,2025-10-13,2025-10-13,第18天,第6天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,纺织服饰,33.14,28.18,24.99,25.33,25.33,
2025-10-09,9,688593,新相微,93.8%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,21.9,20.13,-8.08%,+19.45%,第35天,2025-11-24,45,2025-11-07,2025-11-06,2025-10-10,2025-10-10,第29天,第28天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,84.68,,,77.52,77.52,
2025-10-09,10,301606,绿联科技,93.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,63.74,58.74,-7.84%,+18.03%,第26天,2025-11-24,45,2025-10-28,2025-10-27,2025-10-13,2025-10-13,第19天,第18天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,84.68,77.42,83.78,77.98,77.98,
2025-10-10,1,603926,铁流股份,97.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.66,14.5,-17.89%,+3.17%,第0天,2025-11-24,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,汽车,52.06,,,50.96,50.96,
2025-10-10,2,002886,沃特股份,96.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.79,18.98,-16.72%,+1.76%,第0天,2025-11-24,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,基础化工,66.14,,,67.95,67.95,
2025-10-10,3,603298,杭叉集团,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.83,25.0,-10.17%,+9.95%,第20天,2025-11-24,45,-,2025-10-29,2025-10-13,2025-10-13,-,第19天,"('neg2pct', 'neg4pct', '5pct')",是,机械设备,54.25,,54.85,54.94,54.94,
2025-10-10,4,605136,丽人丽妆,94.8%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,9.98,11.18,+12.02%,+28.16%,第41天,2025-11-24,45,2025-11-18,2025-11-18,2025-10-13,2025-10-13,第39天,第39天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,商贸零售,22.56,,,26.68,26.68,
2025-10-10,5,002616,长青集团,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.82,5.98,-12.32%,+2.05%,第0天,2025-11-24,45,-,-,2025-10-13,2025-10-14,-,-,"('neg2pct', 'neg4pct')",是,家用电器,31.49,,,28.96,31.63,
2025-10-10,6,300521,爱司凯,94.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,29.12,29.5,+1.30%,+12.91%,第38天,2025-11-24,45,2025-11-13,2025-11-13,2025-10-13,2025-10-13,第34天,第34天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,机械设备,54.25,,,54.94,54.94,
2025-10-10,7,603266,天龙股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,24.81,19.91,-19.75%,+1.17%,第0天,2025-11-24,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,基础化工,66.14,,,67.95,67.95,
2025-10-10,8,002164,宁波东力,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.32,12.91,-9.85%,+5.45%,第0天,2025-11-24,45,-,2025-10-10,2025-10-13,2025-10-13,-,第0天,"('5pct', 'neg2pct', 'neg4pct')",是,机械设备,54.25,,54.25,54.94,54.94,
2025-10-10,9,600228,*ST返利,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.47,6.47,+18.28%,+35.28%,第33天,2025-11-24,45,2025-10-16,2025-10-14,2025-10-13,2025-10-13,第6天,第4天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,基础化工,66.14,66.76,69.97,67.95,67.95,
2025-10-10,10,603912,佳力图,93.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,9.2,8.35,-9.24%,+1.74%,第0天,2025-11-24,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,机械设备,54.25,,,54.94,54.94,
2025-10-13,1,603683,晶华新材,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.94,26.01,-21.04%,+1.67%,第1天,2025-11-27,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,基础化工,67.95,,,67.95,67.95,
2025-10-13,2,002920,德赛西威,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,135.76,108.09,-20.38%,+5.05%,第3天,2025-11-27,45,-,2025-10-16,2025-10-13,2025-10-17,-,第3天,"('neg2pct', '5pct', 'neg4pct')",是,计算机,60.74,,53.89,60.74,55.88,
2025-10-13,3,688237,超卓航科,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,54.09,49.85,-7.84%,+15.51%,第14天,2025-12-01,45,2025-10-27,2025-10-23,2025-10-13,2025-10-14,第14天,第10天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,国防军工,31.47,32.09,29.89,31.47,35.23,
2025-10-13,4,301029,怡合达,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,29.89,25.38,-15.09%,+1.74%,第1天,2025-11-27,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,机械设备,54.94,,,54.94,54.94,
2025-10-13,5,603266,天龙股份,93.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,23.84,19.86,-16.69%,+2.27%,第1天,2025-11-27,45,-,-,2025-10-13,2025-10-13,-,-,"('neg2pct', 'neg4pct')",是,基础化工,67.95,,,67.95,67.95,
2025-10-13,6,002624,完美世界,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.66,15.17,-14.10%,+2.49%,第1天,2025-11-27,45,-,-,2025-10-13,2025-10-15,-,-,"('neg2pct', 'neg4pct')",是,建筑材料,19.76,,,19.76,24.22,
2025-10-13,7,603196,日播时尚,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.54,23.21,+7.75%,+20.66%,第32天,2025-11-27,45,2025-10-16,2025-10-15,2025-10-13,2025-10-13,第3天,第2天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,纺织服饰,25.33,29.36,24.99,25.33,25.33,
2025-10-13,8,002558,巨人网络,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,41.24,40.7,-1.31%,+3.66%,第1天,2025-11-27,45,-,-,2025-10-13,2025-10-15,-,-,"('neg2pct', 'neg4pct')",是,社会服务,23.02,,,23.02,21.15,
2025-10-13,9,002239,奥特佳,93.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.23,3.0,-7.12%,+2.17%,第24天,2025-11-27,45,-,-,2025-10-13,2025-10-17,-,-,"('neg2pct', 'neg4pct')",是,汽车,50.96,,,50.96,52.77,
2025-10-13,10,300984,金沃股份,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,68.46,58.63,-14.36%,+5.83%,第2天,2025-11-27,45,-,2025-10-15,2025-10-13,2025-10-13,-,第2天,"('neg2pct', 'neg4pct', '5pct')",是,机械设备,54.94,,53.71,54.94,54.94,
2025-10-14,1,002011,盾安环境,96.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,13.51,12.79,-5.33%,+7.25%,第13天,2025-11-28,45,-,2025-10-27,2025-10-17,2025-11-19,-,第13天,"('neg2pct', '5pct', 'neg4pct')",是,家用电器,31.63,,33.92,33.18,,
2025-10-14,2,300715,凯伦股份,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.73,11.06,-5.71%,+13.64%,第21天,2025-11-28,45,2025-10-21,2025-10-16,2025-11-19,2025-11-20,第7天,第2天,"('5pct', '10pct', 'neg2pct', 'neg4pct')",是,建筑材料,25.43,24.81,23.31,,,
2025-10-14,3,300688,创业黑马,94.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,29.4,29.66,+0.88%,+13.61%,第35天,2025-11-28,45,2025-11-04,2025-10-29,2025-10-17,2025-10-17,第21天,第15天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,社会服务,22.86,,23.15,23.05,23.05,
2025-10-14,4,603926,铁流股份,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.84,14.95,-11.22%,+7.01%,第17天,2025-11-28,45,-,2025-10-29,2025-10-15,2025-11-10,-,第15天,"('neg2pct', '5pct', 'neg4pct')",是,汽车,49.24,,47.48,55.56,,
2025-10-14,5,603216,梦天家居,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.49,28.66,+63.87%,+63.87%,第45天,2025-11-28,45,2025-11-21,2025-10-14,2025-10-16,2025-10-16,第38天,第0天,"('5pct', 'neg2pct', 'neg4pct', '10pct')",是,轻工制造,29.96,,29.96,25.47,25.47,
2025-10-14,6,301479,弘景光电,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,90.13,85.01,-5.68%,+5.80%,第14天,2025-11-28,45,-,2025-10-22,2025-10-17,2025-11-18,-,第8天,"('neg2pct', '5pct', 'neg4pct')",是,电子,81.34,,76.06,79.42,,
2025-10-14,7,603486,科沃斯,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,96.12,78.58,-18.25%,+4.04%,第0天,2025-11-28,45,-,-,2025-10-17,2025-10-17,-,-,"('neg2pct', 'neg4pct')",是,家用电器,31.63,,,33.18,33.18,
2025-10-14,8,688230,芯导科技,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,75.02,68.2,-9.09%,+9.30%,第1天,2025-11-28,45,-,2025-10-15,2025-10-14,2025-10-17,-,第1天,"('neg2pct', '5pct', 'neg4pct')",是,电子,81.34,,75.52,81.34,79.42,
2025-10-14,9,688328,深科达,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,27.56,26.28,-4.64%,+7.33%,第13天,2025-11-28,45,-,2025-10-22,2025-10-17,2025-10-17,-,第8天,"('neg2pct', 'neg4pct', '5pct')",是,机械设备,61.2,,61.38,51.74,51.74,
2025-10-14,10,688611,杭州柯林,93.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,38.15,45.25,+18.61%,+41.81%,第29天,2025-11-28,45,2025-10-23,2025-10-14,2025-10-17,-,第9天,第0天,"('5pct', 'neg2pct', '10pct')",是,电力设备,79.06,68.69,79.06,80.37,,
2025-10-15,1,603216,梦天家居,96.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.55,30.6,+74.36%,+78.23%,第47天,2025-12-01,45,2025-11-21,2025-11-20,2025-10-16,2025-10-16,第37天,第36天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,轻工制造,25.0,,,25.47,25.47,
2025-10-15,2,603918,金桥信息,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,16.8,17.33,+3.15%,+12.80%,第19天,2025-12-01,45,2025-11-03,2025-10-31,2025-10-16,2025-10-17,第19天,第16天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,计算机,50.67,,60.62,53.89,55.88,
