选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-10-13,6,002624,完美世界,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.685,12.685,-7.31%,+8.55%,第11天,2023-08-28,30
2025-10-13,7,603196,日播时尚,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,20.738,18.908,-8.82%,+10.70%,第19天,2023-08-14,30
2025-10-13,8,002558,巨人网络,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.332,12.492,-6.30%,+6.30%,第11天,2023-08-28,30
2025-10-13,9,002239,奥特佳,93.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.728,2.568,-5.87%,+6.60%,第5天,2023-08-28,30
2025-10-13,10,300984,金沃股份,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,18.121,16.095,-11.18%,+2.57%,第4天,2023-08-28,30
2025-10-14,1,002011,盾安环境,96.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,13.48,11.27,-16.39%,+3.86%,第0天,2023-08-28,30
2025-10-14,2,300715,凯伦股份,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.785,13.525,-8.52%,+6.43%,第4天,2023-08-28,30
2025-10-14,3,300688,创业黑马,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,31.565,30.145,-4.50%,+7.41%,第1天,2023-08-14,30
2025-10-14,4,603926,铁流股份,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,9.77,8.78,-10.13%,+2.25%,第4天,2023-08-28,30
2025-10-14,5,603216,梦天家居,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.79,12.95,+1.25%,+7.66%,第17天,2023-08-14,30
2025-10-14,6,603486,科沃斯,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,72.916,59.516,-18.38%,+8.54%,第8天,2023-08-28,30
2025-10-14,7,301479,弘景光电,93.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,113.264,72.114,-36.33%,+5.56%,第0天,2025-04-17,30
2025-10-14,8,688230,芯导科技,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,41.19,35.64,-13.47%,+2.91%,第0天,2023-08-28,30
2025-10-14,9,688328,深科达,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.23,21.13,-16.25%,+5.35%,第0天,2023-08-28,30
2025-10-14,10,301046,能辉科技,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,29.5,24.95,-15.42%,+2.95%,第0天,2023-08-28,30
2025-10-15,1,603216,梦天家居,96.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.79,12.95,+1.25%,+7.66%,第17天,2023-08-14,30
2025-10-15,2,600176,中国巨石,95.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.875,13.265,-4.40%,+4.47%,第4天,2023-08-28,30
2025-10-15,3,603918,金桥信息,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,27.96,28.12,+0.57%,+5.01%,第0天,2023-08-28,30
2025-10-15,4,000069,华侨城Ａ,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.69,4.52,-3.62%,+7.04%,第8天,2023-08-28,30
2025-10-15,5,002244,滨江集团,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.558,10.588,+10.78%,+17.47%,第8天,2023-08-28,30
2025-10-15,6,000892,欢瑞世纪,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,4.18,4.03,-3.59%,+2.87%,第22天,2023-08-28,30
2025-10-15,7,688237,超卓航科,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,43.79,43.33,-1.05%,+8.91%,第12天,2023-08-21,30
2025-10-15,8,688127,蓝特光学,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,15.54,13.24,-14.80%,+2.90%,第12天,2023-08-28,30
2025-10-15,9,688779,五矿新能,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.87,9.45,-13.06%,+4.14%,第7天,2023-08-28,30
2025-10-15,10,000810,创维数字,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.252,12.792,-16.13%,+0.26%,第0天,2023-08-28,30
