选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 +5% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,达到 +5% 天数,触发顺序,是否曾跌破成本价,行业,行业热度_买入日,行业热度_10pct 日,行业热度_5pct 日,行业热度_neg2pct 日,行业热度_neg4pct 日,行业热度_卖出日
2026-03-05,3,688120,华海清科,95.3%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,177.73,177.02,-0.40%,+5.98%,第1天,2026-03-10,5,-,2026-03-06,2026-03-09,2026-03-09,-,第1天,"('5pct', 'neg2pct', 'neg4pct')",是,计算机,80.0,,80.0,80.0,80.0,80.0
2026-03-05,4,301260,格力博,95.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,15.72,16.64,+5.85%,+5.92%,第5天,2026-03-10,5,-,2026-03-10,-,-,-,第5天,-,是,新能源,28.33,,35.21,,,35.21
2026-03-05,5,301160,翔楼新材,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,63.12,66.93,+6.04%,+6.59%,第5天,2026-03-10,5,-,2026-03-10,-,-,-,第5天,-,是,未知,,,,,,
2026-03-04,1,301307,美利信,97.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,33.21,39.8,+19.84%,+21.89%,第5天,2026-03-09,5,2026-03-05,2026-03-05,2026-03-04,-,第1天,第1天,"('neg2pct', '10pct', '5pct')",是,未知,,,,,,
2026-03-04,2,301260,格力博,96.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,15.6,16.15,+3.53%,+5.00%,第2天,2026-03-09,5,-,2026-03-06,-,-,-,第2天,-,是,新能源,30.11,,30.59,,,31.12
2026-03-04,3,600533,栖霞建设,96.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,2.53,2.63,+3.95%,+5.93%,第5天,2026-03-09,5,-,2026-03-06,-,-,-,第2天,-,是,未知,,,,,,
2026-03-04,4,603173,福斯达,96.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,46.0,43.04,-6.43%,+2.76%,第1天,2026-03-09,5,-,-,2026-03-05,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-04,5,300025,华星创业,96.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.65,5.92,+4.78%,+5.84%,第1天,2026-03-09,5,-,2026-03-05,-,-,-,第1天,-,是,未知,,,,,,
2026-03-06,1,002812,恩捷股份,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,61.25,69.74,+13.86%,+15.72%,第5天,2026-03-11,5,2026-03-10,2026-03-09,2026-03-09,-,第4天,第3天,"('5pct', 'neg2pct', '10pct')",是,化工,27.16,26.63,27.57,27.57,,27.4
2026-03-06,2,688350,富淼科技,95.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.13,29.2,-6.20%,+2.70%,第0天,2026-03-11,5,-,-,2026-03-09,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-06,3,601061,中信金属,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,14.46,13.98,-3.32%,+2.35%,第0天,2026-03-11,5,-,-,2026-03-09,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-06,4,603173,福斯达,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,44.97,43.61,-3.02%,+2.69%,第0天,2026-03-11,5,-,-,2026-03-09,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-06,5,300604,长川科技,94.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,128.95,128.97,+0.02%,+4.13%,第5天,2026-03-11,5,-,-,2026-03-09,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-11,1,000655,金岭矿业,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,10.29,9.97,-3.11%,+6.51%,第2天,2026-03-16,5,-,2026-03-13,2026-03-16,2026-03-16,-,第2天,"('5pct', 'neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-11,2,300881,盛德鑫泰,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,50.13,46.2,-7.84%,+5.35%,第0天,2026-03-16,5,-,2026-03-11,2026-03-12,2026-03-12,-,第0天,"('5pct', 'neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-11,3,603867,新化股份,94.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,34.35,32.34,-5.85%,+2.47%,第1天,2026-03-16,5,-,-,2026-03-12,2026-03-16,-,-,"('neg2pct', 'neg4pct')",是,化工,27.4,,,27.98,27.89,27.89
2026-03-11,4,000668,*ST荣控,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.33,14.13,-1.40%,+0.49%,第1天,2026-03-16,5,-,-,2026-03-12,2026-03-12,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-11,5,002273,水晶光电,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.9,26.03,+0.50%,+9.19%,第2天,2026-03-16,5,-,2026-03-13,-,-,-,第2天,-,是,未知,,,,,,
2026-03-09,1,603075,热威股份,94.8%,case_007 (野马电池),持续缩量+J值深度低位+趋势下行,2025-08-01,主板,匹配case_007: 野马电池 - 持续缩量+J值深度低位+趋势下行,22.7,22.64,-0.26%,+3.44%,第2天,2026-03-16,5,-,-,-,-,-,-,-,是,未知,,,,,,
2026-03-09,2,000517,荣安地产,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.06,2.08,+0.97%,+3.88%,第0天,2026-03-16,5,-,-,-,-,-,-,-,是,房地产,20.07,,,,,20.09
2026-03-09,3,300970,华绿生物,93.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.39,24.78,+1.60%,+8.45%,第3天,2026-03-16,5,-,2026-03-10,-,-,-,第1天,-,是,未知,,,,,,
2026-03-09,4,603871,嘉友国际,93.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.98,15.32,+2.27%,+10.48%,第3天,2026-03-16,5,2026-03-12,2026-03-10,-,-,第3天,第1天,"('5pct', '10pct')",是,交通,20.32,20.21,20.3,,,20.23
2026-03-09,5,002703,浙江世宝,92.9%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,23.34,22.68,-2.83%,+3.13%,第2天,2026-03-16,5,-,-,2026-03-09,2026-03-09,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-10,1,603612,索通发展,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.39,32.61,+3.89%,+13.03%,第3天,2026-03-16,5,2026-03-12,2026-03-12,-,-,第2天,第2天,"('10pct', '5pct')",是,化工,26.63,27.98,27.98,,,27.89
2026-03-10,2,601890,亚星锚链,95.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,12.21,11.8,-3.36%,+3.19%,第0天,2026-03-16,5,-,-,2026-03-11,2026-03-12,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-10,3,002283,天润工业,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,9.71,9.18,-5.46%,+1.65%,第0天,2026-03-16,5,-,-,2026-03-11,2026-03-11,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-10,4,600136,ST明诚,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,1.82,1.79,-1.65%,+1.65%,第0天,2026-03-16,5,-,-,2026-03-16,-,-,-,-,是,未知,,,,,,
2026-03-10,5,000668,*ST荣控,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.25,14.13,-0.84%,+2.60%,第0天,2026-03-16,5,-,-,2026-03-12,2026-03-13,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-12,1,603790,雅运股份,95.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,24.5,23.14,-5.55%,+1.47%,第1天,2026-03-17,5,-,-,2026-03-12,2026-03-12,-,-,"('neg2pct', 'neg4pct')",是,化工,27.98,,,27.98,27.98,27.89
2026-03-12,2,000655,金岭矿业,94.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,10.27,9.85,-4.09%,+6.72%,第1天,2026-03-17,5,-,2026-03-13,2026-03-16,2026-03-16,-,第1天,"('5pct', 'neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-12,3,002545,东方铁塔,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,26.0,23.73,-8.73%,+9.77%,第1天,2026-03-17,5,-,2026-03-13,2026-03-16,2026-03-16,-,第1天,"('5pct', 'neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-12,4,600010,包钢股份,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,2.95,2.78,-5.76%,+1.69%,第1天,2026-03-17,5,-,-,2026-03-13,2026-03-16,-,-,"('neg2pct', 'neg4pct')",是,钢铁,20.13,,,20.18,20.2,20.16
2026-03-12,5,002703,浙江世宝,94.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,22.14,23.8,+7.50%,+12.01%,第5天,2026-03-17,5,2026-03-17,2026-03-12,2026-03-13,-,第5天,第0天,"('5pct', 'neg2pct', '10pct')",是,未知,,,,,,
2026-03-13,1,300877,金春股份,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,31.11,29.08,-6.53%,+4.73%,第0天,2026-03-18,5,-,-,2026-03-17,2026-03-17,-,-,"('neg2pct', 'neg4pct')",是,计算机,80.0,,,80.0,80.0,80.0
2026-03-13,2,002114,罗平锌电,95.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,9.52,9.13,-4.10%,+5.46%,第0天,2026-03-18,5,-,2026-03-13,2026-03-16,2026-03-16,-,第0天,"('5pct', 'neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-13,3,600010,包钢股份,95.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,2.87,2.75,-4.18%,+4.53%,第0天,2026-03-18,5,-,-,2026-03-16,2026-03-16,-,-,"('neg2pct', 'neg4pct')",是,钢铁,20.18,,,20.2,20.2,20.15
2026-03-13,4,601061,中信金属,95.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,13.59,12.87,-5.30%,+3.38%,第0天,2026-03-18,5,-,-,2026-03-16,2026-03-16,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-13,5,688282,理工导航,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,76.35,72.46,-5.09%,+1.51%,第3天,2026-03-18,5,-,-,2026-03-13,2026-03-17,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-16,1,688282,理工导航,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,76.9,60.9,-20.81%,+0.78%,第0天,2026-03-23,5,-,-,2026-03-17,2026-03-17,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-16,2,603297,永新光学,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,116.21,100.31,-13.68%,+2.13%,第1天,2026-03-23,5,-,-,2026-03-16,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-16,3,603790,雅运股份,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.77,19.47,-18.09%,+1.72%,第0天,2026-03-23,5,-,-,2026-03-17,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,化工,27.89,,,27.89,27.16,
2026-03-16,4,300440,运达科技,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.16,13.15,-18.63%,+1.98%,第0天,2026-03-23,5,-,-,2026-03-17,2026-03-17,-,-,"('neg2pct', 'neg4pct')",是,计算机,80.0,,,80.0,80.0,
2026-03-16,5,600101,明星电力,94.9%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,10.7,10.05,-6.07%,+3.83%,第0天,2026-03-23,5,-,-,2026-03-17,2026-03-23,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-17,1,002211,ST宏达,96.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.65,3.31,-9.32%,+2.47%,第1天,2026-03-23,5,-,-,2026-03-19,2026-03-20,-,-,"('neg2pct', 'neg4pct')",是,化工,27.89,,,27.16,25.97,
2026-03-17,2,301175,中科环保,96.1%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.84,6.22,-9.06%,+3.51%,第0天,2026-03-23,5,-,-,2026-03-20,2026-03-23,-,-,"('neg2pct', 'neg4pct')",是,新能源,31.72,,,38.73,,
2026-03-17,3,301201,诚达药业,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,41.73,37.74,-9.56%,+3.35%,第0天,2026-03-23,5,-,-,2026-03-19,2026-03-23,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-17,4,603076,乐惠国际,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.71,22.83,-11.20%,+2.88%,第0天,2026-03-23,5,-,-,2026-03-20,2026-03-23,-,-,"('neg2pct', 'neg4pct')",是,纺织,20.48,,,20.33,,
2026-03-17,5,002318,久立特材,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,31.92,29.32,-8.15%,+4.35%,第0天,2026-03-23,5,-,-,2026-03-18,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-18,1,002887,绿茵生态,96.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.45,10.27,-10.31%,+0.87%,第0天,2026-03-23,5,-,-,2026-03-19,2026-03-20,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-18,2,002136,安 纳 达,95.0%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,13.78,12.03,-12.70%,+3.05%,第0天,2026-03-23,5,-,-,2026-03-19,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,化工,26.91,,,27.16,27.16,
2026-03-18,3,002357,富临运业,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.91,13.34,-10.53%,+0.80%,第0天,2026-03-23,5,-,-,2026-03-18,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,交通,20.29,,,20.29,20.27,
2026-03-18,4,603297,永新光学,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,114.2,100.31,-12.16%,+0.53%,第0天,2026-03-23,5,-,-,2026-03-19,2026-03-20,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-18,5,001337,四川黄金,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,53.75,44.76,-16.73%,+0.45%,第0天,2026-03-23,5,-,-,2026-03-18,2026-03-19,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
2026-03-19,5,000697,ST炼石,94.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,9.75,9.17,-5.95%,+4.92%,第1天,2026-03-24,5,-,-,2026-03-23,2026-03-23,-,-,"('neg2pct', 'neg4pct')",是,未知,,,,,,
