选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-11-26,7,603619,中曼石油,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.15,22.88,-1.17%,+2.55%,第1天,2025-12-26,30
2025-11-26,8,000766,通化金马,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.54,28.32,+2.83%,+6.03%,第9天,2025-12-26,30
2025-11-26,9,300329,海伦钢琴,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.68,15.17,-9.05%,+9.11%,第13天,2025-12-26,30
2025-11-26,10,600057,厦门象屿,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,8.15,8.86,+8.71%,+14.11%,第12天,2025-12-26,30
2025-11-27,1,603261,*ST立航,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,25.63,24.5,-4.41%,+2.18%,第0天,2025-12-29,30
2025-11-27,2,000061,农 产 品,94.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,9.42,10.19,+8.17%,+11.78%,第19天,2025-12-29,30
2025-11-27,3,601600,中国铝业,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.44,11.45,+9.67%,+14.37%,第29天,2025-12-29,30
2025-11-27,4,600737,中粮糖业,93.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,16.75,17.31,+3.34%,+14.09%,第19天,2025-12-29,30
2025-11-27,5,000534,万泽股份,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.97,23.53,+17.83%,+31.50%,第18天,2025-12-29,30
2025-11-27,6,603839,安正时尚,93.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,8.38,8.0,-4.53%,+2.86%,第0天,2025-12-29,30
2025-11-27,7,603665,康隆达,93.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,31.27,32.1,+2.65%,+3.23%,第32天,2025-12-29,30
2025-11-27,8,600241,时代万恒,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,9.17,8.41,-8.29%,+4.14%,第5天,2025-12-29,30
2025-11-27,9,300832,新产业,93.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,58.28,57.71,-0.98%,+3.95%,第21天,2025-12-29,30
2025-11-27,10,301012,扬电科技,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,25.33,25.83,+1.97%,+9.16%,第12天,2025-12-29,30
2025-11-28,1,601888,中国中免,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,78.78,91.48,+16.12%,+21.40%,第25天,2025-12-29,30
2025-11-28,2,688198,佰仁医疗,94.0%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,122.98,110.7,-9.99%,+8.10%,第13天,2025-12-29,30
2025-11-28,3,001229,魅视科技,93.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,39.02,42.75,+9.56%,+9.56%,第31天,2025-12-29,30
2025-11-28,4,603261,*ST立航,93.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,25.27,24.5,-3.05%,+2.45%,第0天,2025-12-29,30
2025-11-28,5,000766,通化金马,92.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.26,27.75,+1.80%,+7.12%,第7天,2025-12-29,30
2025-11-28,6,300307,慈星股份,92.6%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,7.6,7.1,-6.58%,+2.11%,第0天,2025-12-29,30
2025-11-28,7,301119,正强股份,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.36,51.42,+13.36%,+17.70%,第21天,2025-12-29,30
2025-11-28,8,605003,众望布艺,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.91,29.38,+13.39%,+20.26%,第31天,2025-12-29,30
2025-11-28,9,603976,正川股份,92.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,21.05,19.54,-7.17%,+6.89%,第3天,2025-12-29,30
2025-11-28,10,603610,麒盛科技,92.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,18.95,20.03,+5.70%,+12.61%,第17天,2025-12-29,30
2025-12-01,1,603261,*ST立航,95.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,25.58,24.15,-5.59%,+1.02%,第0天,2025-12-31,30
2025-12-01,2,603708,家家悦,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.48,11.83,+3.05%,+21.52%,第16天,2025-12-31,30
2025-12-01,3,300307,慈星股份,93.5%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,7.62,7.07,-7.22%,+0.52%,第0天,2025-12-31,30
2025-12-01,4,002020,京新药业,93.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,19.92,18.98,-4.72%,+3.87%,第21天,2025-12-31,30
2025-12-01,5,688198,佰仁医疗,93.0%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,120.45,107.01,-11.16%,+10.37%,第10天,2025-12-31,30
2025-12-01,6,301209,联合化学,93.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,105.96,112.89,+6.54%,+7.47%,第30天,2025-12-31,30
2025-12-01,7,301119,正强股份,92.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,45.59,52.69,+15.57%,+18.45%,第30天,2025-12-31,30
2025-12-01,8,300465,高伟达,92.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.81,20.13,-7.70%,+1.56%,第9天,2025-12-31,30
2025-12-01,9,300044,ST赛为,92.4%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,4.56,3.99,-12.50%,+2.19%,第0天,2025-12-31,30
2025-12-01,10,300451,创业慧康,92.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.2,4.84,-6.92%,+0.58%,第18天,2025-12-31,30
2025-12-02,1,002718,友邦吊顶,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,29.26,39.53,+35.10%,+35.10%,第34天,2026-01-05,30
2025-12-02,2,301110,青木科技,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,69.03,67.6,-2.07%,+2.10%,第0天,2026-01-05,30
2025-12-02,3,000061,农 产 品,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.49,10.17,+7.17%,+13.49%,第28天,2026-01-05,30
2025-12-02,4,300996,普联软件,93.6%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,17.93,16.86,-5.97%,+17.12%,第1天,2026-01-05,30
2025-12-02,5,300478,杭州高新,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.98,32.41,+15.83%,+22.23%,第22天,2026-01-05,30
2025-12-02,6,002205,国统股份,93.4%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,14.4,13.71,-4.79%,+5.42%,第28天,2026-01-05,30
2025-12-02,7,001266,宏英智能,92.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,31.18,35.45,+13.69%,+26.27%,第29天,2026-01-05,30
2025-12-02,8,301213,观想科技,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,61.21,82.86,+35.37%,+35.37%,第36天,2026-01-07,30
2025-12-02,9,688005,容百科技,92.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,29.3,34.86,+18.98%,+22.35%,第27天,2026-01-05,30
2025-12-02,10,002020,京新药业,92.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,19.51,19.58,+0.36%,+6.05%,第20天,2026-01-05,30
2025-12-03,1,002718,友邦吊顶,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,28.87,39.53,+36.92%,+36.92%,第33天,2026-01-05,30
2025-12-03,2,300816,艾可蓝,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,42.63,47.66,+11.80%,+18.65%,第27天,2026-01-05,30
2025-12-03,3,300250,初灵信息,94.5%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,26.55,25.78,-2.90%,+29.94%,第2天,2026-01-05,30
2025-12-03,4,301518,长华化学,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,37.66,35.65,-5.34%,+2.44%,第6天,2026-01-05,30
2025-12-03,5,002205,国统股份,93.9%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,14.0,13.71,-2.07%,+8.43%,第27天,2026-01-05,30
2025-12-03,6,002956,西麦食品,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.43,26.67,+9.17%,+16.50%,第28天,2026-01-05,30
2025-12-03,7,000061,农 产 品,93.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.34,10.17,+8.89%,+15.31%,第27天,2026-01-05,30
2025-12-03,8,002455,百川股份,93.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,7.62,7.13,-6.43%,+4.46%,第0天,2026-01-05,30
2025-12-03,9,300673,佩蒂股份,93.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,17.82,18.25,+2.41%,+7.41%,第19天,2026-01-05,30
2025-12-03,10,000908,*ST景峰,93.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.866,4.723,-19.49%,+2.10%,第1天,2026-01-05,30
2025-12-04,1,300816,艾可蓝,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,41.9,47.66,+13.75%,+20.72%,第26天,2026-01-05,30
2025-12-04,2,688207,格灵深瞳,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,15.37,15.71,+2.21%,+6.25%,第5天,2026-01-05,30
2025-12-04,3,601606,长城军工,94.7%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,49.34,49.46,+0.24%,+3.87%,第26天,2026-01-05,30
2025-12-04,4,688060,云涌科技,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,42.11,43.91,+4.27%,+4.99%,第32天,2026-01-05,30
2025-12-04,5,603976,正川股份,94.3%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.27,19.95,-1.58%,+3.26%,第0天,2026-01-05,30
2025-12-04,6,300846,首都在线,94.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,19.21,23.48,+22.23%,+24.47%,第32天,2026-01-05,30
2025-12-04,7,301237,和顺科技,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,47.15,54.53,+15.65%,+34.25%,第26天,2026-01-05,30
2025-12-04,8,000973,佛塑科技,92.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.2,14.82,+21.48%,+28.20%,第25天,2026-01-05,30
2025-12-04,9,002677,浙江美大,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.86,8.42,+7.12%,+12.98%,第20天,2026-01-05,30
2025-12-04,10,000595,*ST宝实,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.42,5.61,+3.51%,+7.93%,第20天,2026-01-05,30
2025-12-05,1,300635,中达安,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.93,16.58,-2.07%,+3.25%,第3天,2026-01-05,30
2025-12-05,2,002203,海亮股份,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.83,12.81,+8.28%,+12.00%,第25天,2026-01-05,30
2025-12-05,3,300242,佳云科技,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.33,5.13,-3.75%,+12.57%,第4天,2026-01-05,30
2025-12-05,4,300521,爱司凯,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,28.8,29.09,+1.01%,+4.13%,第25天,2026-01-05,30
2025-12-05,5,601606,长城军工,93.1%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,49.86,49.46,-0.80%,+2.79%,第25天,2026-01-05,30
2025-12-05,6,002572,索菲亚,93.0%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,14.03,13.62,-2.92%,+0.93%,第4天,2026-01-05,30
2025-12-05,7,301518,长华化学,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,36.97,35.65,-3.57%,+4.35%,第4天,2026-01-05,30
2025-12-05,8,603499,翔港科技,92.8%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,19.53,20.9,+7.01%,+8.76%,第24天,2026-01-05,30
2025-12-05,9,002155,湖南黄金,92.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.46,21.71,+1.16%,+4.19%,第18天,2026-01-05,30
2025-12-05,10,301237,和顺科技,92.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,48.11,54.53,+13.34%,+31.57%,第25天,2026-01-05,30
2025-12-08,1,300856,科思股份,94.5%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,15.19,13.66,-10.07%,+7.70%,第1天,2026-01-07,30
2025-12-08,2,002203,海亮股份,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.8,12.97,+9.92%,+12.29%,第22天,2026-01-07,30
2025-12-08,3,603499,翔港科技,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.63,20.43,+4.08%,+8.20%,第21天,2026-01-07,30
2025-12-08,4,600965,福成股份,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.66,5.8,+2.47%,+11.31%,第18天,2026-01-07,30
2025-12-08,5,000668,*ST荣控,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.28,11.29,+0.09%,+2.39%,第0天,2026-01-07,30
2025-12-08,6,605028,世茂能源,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,28.34,29.36,+3.60%,+15.03%,第23天,2026-01-07,30
2025-12-08,7,301013,利和兴,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,29.12,30.87,+6.01%,+10.99%,第30天,2026-01-07,30
2025-12-08,8,301083,百胜智能,93.2%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,22.5,19.38,-13.87%,+9.87%,第0天,2026-01-07,30
2025-12-08,9,002866,传艺科技,93.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,19.41,18.12,-6.65%,+1.96%,第0天,2026-01-07,30
2025-12-08,10,600605,汇通能源,92.4%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,28.05,30.1,+7.31%,+15.15%,第21天,2026-01-07,30
2025-12-09,1,300635,中达安,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.0,16.16,-4.94%,+2.35%,第0天,2026-01-08,30
2025-12-09,2,301237,和顺科技,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,47.41,58.58,+23.56%,+33.52%,第21天,2026-01-08,30
2025-12-09,3,688615,合合信息,95.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,193.3,250.16,+29.42%,+31.28%,第29天,2026-01-08,30
2025-12-09,4,002203,海亮股份,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.72,12.77,+8.96%,+13.05%,第21天,2026-01-08,30
2025-12-09,5,600965,福成股份,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.64,5.87,+4.08%,+11.70%,第17天,2026-01-08,30
2025-12-09,6,688331,荣昌生物,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,85.29,92.4,+8.34%,+12.04%,第30天,2026-01-08,30
2025-12-09,7,601872,招商轮船,93.9%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,8.23,9.6,+16.65%,+19.08%,第30天,2026-01-08,30
2025-12-09,8,000756,新华制药,93.8%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.64,16.03,-3.67%,+4.69%,第0天,2026-01-08,30
2025-12-09,9,688234,天岳先进,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,81.9,92.34,+12.75%,+16.59%,第29天,2026-01-08,30
2025-12-09,10,300437,清水源,93.7%,case_010 (昂利康),价格接近短期趋势线+缩量+顶部未放量,2025-07-11,中小板,匹配case_010: 昂利康 - 价格接近短期趋势线+缩量+顶部未放量,20.27,17.65,-12.93%,+7.30%,第0天,2026-01-08,30
2025-12-10,1,300126,锐奇股份,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,8.97,8.63,-3.79%,+2.68%,第0天,2026-01-09,30
2025-12-10,2,301237,和顺科技,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,47.4,57.83,+22.00%,+33.54%,第20天,2026-01-09,30
2025-12-10,3,688496,清越科技,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,6.44,6.11,-5.12%,+2.48%,第0天,2026-01-09,30
2025-12-10,4,300635,中达安,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.77,16.61,-0.95%,+1.73%,第0天,2026-01-09,30
2025-12-10,5,600965,福成股份,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.59,5.77,+3.22%,+12.70%,第16天,2026-01-09,30
2025-12-10,6,300159,*ST新研,93.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,2.778,3.15,+13.39%,+24.55%,第14天,2026-01-09,30
2025-12-10,7,002203,海亮股份,93.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.61,14.05,+21.02%,+21.02%,第30天,2026-01-09,30
2025-12-10,8,688234,天岳先进,93.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,80.87,92.95,+14.94%,+18.08%,第28天,2026-01-09,30
2025-12-10,9,688221,前沿生物-U,92.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,18.9,28.15,+48.94%,+48.94%,第30天,2026-01-09,30
2025-12-10,10,600426,华鲁恒升,92.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.69,33.26,+20.12%,+22.35%,第28天,2026-01-09,30
2025-12-11,1,300126,锐奇股份,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,8.8,8.97,+1.93%,+3.41%,第32天,2026-01-12,30
