选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,触发顺序
2025-07-01,1,301188,力诺药包,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.78,25.26,+15.98%,+18.32%,第44天,2025-08-15,45,2025-08-11,2025-07-02,2025-07-03,第41天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-01,2,000518,*ST四环,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.54,2.28,-10.24%,+3.15%,第3天,2025-08-15,45,-,2025-07-02,2025-07-11,-,"('neg2pct', 'neg4pct')"
2025-07-01,3,603036,如通股份,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.96,19.9,+17.33%,+17.92%,第45天,2025-08-15,45,2025-08-14,2025-07-08,2025-07-11,第44天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-01,4,000669,ST金鸿,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,2.6,3.45,+32.69%,+41.54%,第44天,2025-08-15,45,2025-07-22,2025-07-02,-,第21天,"('neg2pct', '10pct')"
2025-07-01,5,300475,香农芯创,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,35.045,36.075,+2.94%,+7.93%,第43天,2025-08-15,45,-,2025-07-02,2025-07-10,-,"('neg2pct', 'neg4pct')"
2025-07-01,6,603657,春光科技,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.58,33.63,+0.15%,+8.37%,第7天,2025-08-15,45,-,2025-07-01,2025-07-10,-,"('neg2pct', 'neg4pct')"
2025-07-01,7,000766,通化金马,92.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,25.35,23.5,-7.30%,+2.37%,第1天,2025-08-15,45,-,2025-07-02,2025-07-02,-,"('neg2pct', 'neg4pct')"
2025-07-01,8,301567,贝隆精密,92.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,42.55,43.83,+3.01%,+6.42%,第41天,2025-08-15,45,-,2025-07-02,-,-,-
2025-07-01,9,603353,和顺石油,92.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.58,16.73,+0.90%,+4.58%,第41天,2025-08-15,45,-,2025-07-04,-,-,-
2025-07-01,10,600568,ST中珠,91.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,1.66,1.88,+13.25%,+17.47%,第43天,2025-08-15,45,2025-08-12,2025-07-02,2025-07-02,第42天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,1,000669,ST金鸿,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,2.6,3.35,+28.85%,+41.54%,第43天,2025-08-18,45,2025-07-22,2025-07-02,-,第20天,"('neg2pct', '10pct')"
2025-07-02,2,300056,中创环保,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.06,14.74,+4.84%,+12.87%,第35天,2025-08-18,45,2025-08-05,2025-07-14,2025-07-14,第34天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,3,605319,无锡振华,94.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,23.057,24.693,+7.10%,+11.34%,第41天,2025-08-18,45,2025-08-12,2025-07-04,2025-07-16,第41天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,4,300648,星云股份,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.91,58.99,+73.96%,+76.88%,第43天,2025-08-18,45,2025-07-14,2025-07-03,2025-07-07,第12天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,5,002241,歌尔股份,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.513,28.163,+25.10%,+27.01%,第47天,2025-08-18,45,2025-08-14,2025-07-07,-,第43天,"('neg2pct', '10pct')"
2025-07-02,6,300940,南极光,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.12,28.92,+19.90%,+23.96%,第34天,2025-08-18,45,2025-07-17,2025-07-11,2025-07-11,第15天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,7,603036,如通股份,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.85,19.37,+14.96%,+19.05%,第47天,2025-08-18,45,2025-08-14,2025-07-10,2025-07-29,第43天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-02,8,001268,联合精密,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.58,35.52,+44.51%,+48.05%,第47天,2025-08-18,45,2025-07-07,-,-,第5天,-
2025-07-02,9,603353,和顺石油,93.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.48,16.95,+2.85%,+5.22%,第40天,2025-08-18,45,-,2025-07-04,-,-,-
2025-07-02,10,688195,腾景科技,93.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,41.94,64.7,+54.27%,+54.27%,第47天,2025-08-18,45,2025-07-29,2025-07-07,-,第27天,"('neg2pct', '10pct')"
2025-07-03,1,603657,春光科技,95.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.3,35.18,+5.65%,+9.28%,第5天,2025-08-18,45,-,2025-07-07,2025-07-11,-,"('neg2pct', 'neg4pct')"
2025-07-03,2,603680,今创集团,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.22,13.27,+18.27%,+24.24%,第36天,2025-08-18,45,2025-07-15,-,-,第12天,-
2025-07-03,3,688120,华海清科,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,108.43,112.56,+3.81%,+8.11%,第26天,2025-08-18,45,-,2025-08-12,-,-,-
2025-07-03,4,688036,传音控股,93.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,75.95,81.8,+7.70%,+14.27%,第39天,2025-08-18,45,2025-08-04,2025-07-04,2025-07-07,第32天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-03,5,000766,通化金马,93.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,24.89,23.38,-6.07%,+1.04%,第14天,2025-08-18,45,-,2025-07-03,2025-07-08,-,"('neg2pct', 'neg4pct')"
2025-07-03,6,002779,中坚科技,93.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,73.0,106.96,+46.52%,+54.79%,第42天,2025-08-18,45,2025-07-16,2025-07-04,2025-07-07,第13天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-03,7,688800,瑞可达,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,45.0,77.83,+72.96%,+81.78%,第46天,2025-08-18,45,2025-07-10,-,-,第7天,-
2025-07-03,8,300872,天阳科技,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.7,26.6,+28.50%,+36.71%,第42天,2025-08-18,45,2025-07-04,-,-,第1天,-
2025-07-03,9,300056,中创环保,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.15,14.74,+4.17%,+12.16%,第34天,2025-08-18,45,2025-08-05,2025-07-04,2025-07-14,第33天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-03,10,688361,中科飞测,92.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,81.95,88.12,+7.53%,+14.69%,第26天,2025-08-18,45,2025-07-25,2025-07-10,2025-07-22,第22天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-04,1,300173,ST福能,95.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.06,6.12,+0.99%,+3.47%,第0天,2025-08-18,45,-,2025-07-23,2025-08-04,-,"('neg2pct', 'neg4pct')"
2025-07-04,2,301487,盟固利,95.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.63,22.41,+8.63%,+9.50%,第38天,2025-08-18,45,-,2025-07-15,-,-,-
2025-07-04,3,603096,新经典,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,18.41,19.14,+3.97%,+5.11%,第39天,2025-08-18,45,-,-,-,-,-
2025-07-04,4,600992,贵绳股份,94.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,15.03,15.36,+2.20%,+9.85%,第25天,2025-08-18,45,-,2025-07-10,2025-07-15,-,"('neg2pct', 'neg4pct')"
2025-07-04,5,688195,腾景科技,94.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,41.43,64.7,+56.17%,+56.17%,第45天,2025-08-18,45,2025-07-29,2025-07-07,-,第25天,"('neg2pct', '10pct')"
2025-07-04,6,300550,和仁科技,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.17,13.42,+1.90%,+7.44%,第34天,2025-08-18,45,-,2025-07-15,-,-,-
2025-07-04,7,300694,蠡湖股份,94.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,13.98,13.44,-3.86%,+3.22%,第0天,2025-08-18,45,-,2025-07-11,2025-07-17,-,"('neg2pct', 'neg4pct')"
2025-07-04,8,002117,东港股份,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.38,12.85,+12.92%,+14.59%,第35天,2025-08-18,45,2025-07-17,-,-,第13天,-
2025-07-04,9,600322,津投城开,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.89,2.87,-0.69%,+5.88%,第19天,2025-08-18,45,-,2025-07-09,2025-07-15,-,"('neg2pct', 'neg4pct')"
2025-07-04,10,603598,引力传媒,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.13,18.49,+7.94%,+13.78%,第27天,2025-08-18,45,2025-07-31,-,-,第27天,-
2025-07-08,1,301421,波长光电,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,71.84,89.72,+24.89%,+27.85%,第45天,2025-08-22,45,2025-07-24,2025-07-10,-,第16天,"('neg2pct', '10pct')"
2025-07-08,2,002647,*ST仁东,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.01,5.83,-3.00%,+4.83%,第2天,2025-08-22,45,-,2025-07-18,2025-07-29,-,"('neg2pct', 'neg4pct')"
2025-07-08,3,301607,富特科技,94.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,37.02,35.98,-2.81%,+0.92%,第0天,2025-08-22,45,-,2025-07-09,2025-07-10,-,"('neg2pct', 'neg4pct')"
2025-07-08,4,688272,富吉瑞,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.05,29.82,+19.04%,+31.74%,第34天,2025-08-22,45,2025-07-28,2025-07-09,-,第20天,"('neg2pct', '10pct')"
2025-07-08,5,300694,蠡湖股份,94.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,14.05,13.58,-3.35%,+0.57%,第0天,2025-08-22,45,-,2025-07-11,2025-07-17,-,"('neg2pct', 'neg4pct')"
2025-07-08,6,600184,光电股份,94.3%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,16.09,21.7,+34.87%,+55.38%,第34天,2025-08-22,45,2025-07-22,2025-07-10,-,第14天,"('neg2pct', '10pct')"
2025-07-08,7,688155,先惠技术,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,49.05,56.58,+15.35%,+22.22%,第14天,2025-08-22,45,2025-07-22,2025-07-10,2025-07-10,第14天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-08,8,600738,丽尚国潮,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.35,5.33,-0.37%,+11.96%,第16天,2025-08-22,45,2025-07-23,2025-07-11,-,第15天,"('neg2pct', '10pct')"
2025-07-08,9,301487,盟固利,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.9,22.25,+6.46%,+10.43%,第42天,2025-08-22,45,2025-08-19,2025-07-09,-,第42天,"('neg2pct', '10pct')"
2025-07-08,10,600322,津投城开,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.91,2.87,-1.37%,+5.15%,第15天,2025-08-22,45,-,2025-07-09,2025-07-15,-,"('neg2pct', 'neg4pct')"
2025-07-07,1,688167,炬光科技,96.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,77.6,121.25,+56.25%,+71.39%,第44天,2025-08-21,45,2025-07-29,-,-,第22天,-
2025-07-07,2,603598,引力传媒,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.22,17.95,+4.24%,+13.18%,第24天,2025-08-21,45,2025-07-31,-,-,第24天,-
2025-07-07,3,603258,电魂网络,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,23.78,23.28,-2.10%,+10.01%,第1天,2025-08-21,45,2025-07-08,2025-07-14,2025-07-14,第1天,"('10pct', 'neg2pct', 'neg4pct')"
2025-07-07,4,300331,苏大维格,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.66,23.93,+10.48%,+13.57%,第38天,2025-08-21,45,2025-08-14,2025-07-11,2025-07-23,第38天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-07,5,300841,康华生物,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,63.11,86.24,+36.65%,+49.42%,第39天,2025-08-21,45,2025-07-11,2025-07-09,2025-07-09,第4天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-07,6,605133,嵘泰股份,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.046,35.08,+12.99%,+16.96%,第45天,2025-08-21,45,2025-07-17,2025-07-10,2025-07-10,第10天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-07,7,002119,康强电子,94.8%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,16.7,17.5,+4.79%,+7.01%,第45天,2025-08-21,45,-,2025-07-10,-,-,-
2025-07-07,8,688130,晶华微,94.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,21.4,24.99,+16.78%,+32.29%,第31天,2025-08-21,45,2025-08-04,-,-,第28天,-
2025-07-07,9,002117,东港股份,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.42,13.59,+19.00%,+22.42%,第45天,2025-08-21,45,2025-07-17,-,-,第10天,-
2025-07-07,10,688036,传音控股,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,73.98,81.24,+9.81%,+17.32%,第35天,2025-08-21,45,2025-08-04,2025-07-07,-,第28天,"('neg2pct', '10pct')"
2025-07-09,1,600184,光电股份,100.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.01,23.0,+43.66%,+56.15%,第33天,2025-08-25,45,2025-07-21,2025-07-10,-,第12天,"('neg2pct', '10pct')"
2025-07-09,2,002580,圣阳股份,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,13.41,14.77,+10.14%,+14.17%,第47天,2025-08-25,45,2025-08-19,2025-08-04,-,第41天,"('neg2pct', '10pct')"
2025-07-09,3,300853,申昊科技,95.4%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,23.06,26.61,+15.39%,+22.25%,第40天,2025-08-25,45,2025-07-21,-,-,第12天,-
2025-07-09,4,300447,全信股份,94.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,15.64,16.55,+5.82%,+13.62%,第30天,2025-08-25,45,2025-07-23,2025-07-14,-,第14天,"('neg2pct', '10pct')"
2025-07-09,5,300377,赢时胜,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.2,26.82,+6.43%,+10.63%,第40天,2025-08-25,45,2025-08-18,2025-07-10,2025-07-31,第40天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-09,6,003026,中晶科技,94.4%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,34.78,37.65,+8.25%,+11.27%,第47天,2025-08-25,45,2025-08-20,2025-07-31,-,第42天,"('neg2pct', '10pct')"
2025-07-09,7,600844,金煤科技,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.45,3.3,-4.35%,+5.22%,第14天,2025-08-25,45,-,2025-07-15,2025-07-29,-,"('neg2pct', 'neg4pct')"
2025-07-09,8,688591,泰凌微,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,46.21,58.47,+26.53%,+37.33%,第54天,2025-09-01,45,2025-08-12,2025-07-11,2025-07-25,第34天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-09,9,688115,思林杰,94.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,48.47,64.08,+32.21%,+66.66%,第29天,2025-08-25,45,2025-07-17,2025-07-10,2025-07-10,第8天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-09,10,600738,丽尚国潮,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.37,5.43,+1.12%,+11.55%,第15天,2025-08-25,45,2025-07-23,2025-07-11,-,第14天,"('neg2pct', '10pct')"
2025-07-10,1,002940,昂利康,100.0%,case_010 (昂利康),价格接近短期趋势线+缩量+顶部未放量,2025-07-11,中小板,匹配case_010: 昂利康 - 价格接近短期趋势线+缩量+顶部未放量,37.633,55.523,+47.54%,+82.56%,第15天,2025-08-25,45,2025-07-14,-,-,第4天,-
2025-07-10,2,688109,品茗科技,96.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,30.502,41.312,+35.44%,+49.44%,第46天,2025-08-25,45,2025-07-17,-,-,第7天,-
2025-07-10,3,600738,丽尚国潮,96.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.32,5.43,+2.07%,+12.59%,第14天,2025-08-25,45,2025-07-23,2025-07-11,-,第13天,"('neg2pct', '10pct')"
2025-07-10,4,688049,炬芯科技,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,48.955,57.781,+18.03%,+25.79%,第46天,2025-08-25,45,2025-08-14,2025-07-11,2025-07-15,第35天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-10,5,002724,海洋王,95.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.66,8.37,+9.27%,+12.66%,第36天,2025-08-25,45,2025-08-15,2025-08-01,-,第36天,"('neg2pct', '10pct')"
2025-07-10,6,688543,国科军工,94.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,55.73,57.87,+3.84%,+10.35%,第32天,2025-08-25,45,2025-08-11,2025-07-10,2025-07-23,第32天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-10,7,688361,中科飞测,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,81.45,98.87,+21.39%,+26.46%,第46天,2025-08-25,45,2025-07-25,2025-07-17,2025-07-22,第15天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-10,8,688419,耐科装备,94.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,26.431,30.36,+14.87%,+16.91%,第46天,2025-08-25,45,2025-07-28,-,-,第18天,-
2025-07-10,9,600184,光电股份,94.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,15.82,23.0,+45.39%,+58.03%,第32天,2025-08-25,45,2025-07-17,-,-,第7天,-
2025-07-10,10,301315,威士顿,94.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,53.17,57.22,+7.62%,+9.72%,第46天,2025-08-25,45,-,2025-07-23,-,-,-
2025-07-11,1,002724,海洋王,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.66,8.37,+9.27%,+12.66%,第35天,2025-08-25,45,2025-08-15,2025-08-01,-,第35天,"('neg2pct', '10pct')"
2025-07-11,2,688582,芯动联科,95.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,63.744,82.674,+29.70%,+39.30%,第38天,2025-08-25,45,2025-08-15,2025-08-01,-,第35天,"('neg2pct', '10pct')"
2025-07-11,3,688386,泛亚微透,95.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,50.56,68.62,+35.72%,+42.68%,第41天,2025-08-25,45,2025-07-17,-,-,第6天,-
2025-07-11,4,603167,渤海轮渡,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.18,10.04,-1.38%,+4.13%,第10天,2025-08-25,45,-,2025-07-29,2025-07-31,-,"('neg2pct', 'neg4pct')"
