选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数
2025-07-15,6,688170,德龙激光,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.53,42.26,+65.53%,+89.07%,第56天,2025-09-15,60
2025-07-15,7,002425,凯撒文化,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,3.17,4.23,+33.44%,+41.32%,第59天,2025-09-15,60
2025-07-15,8,002685,华东重机,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.28,8.14,+11.81%,+44.23%,第43天,2025-09-15,60
2025-07-15,9,688521,芯原股份,93.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,85.54,181.3,+111.95%,+133.81%,第62天,2025-09-15,60
2025-07-15,10,300682,朗新科技,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.9,21.94,+4.98%,+32.25%,第49天,2025-09-15,60
2025-07-16,1,002565,顺灏股份,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.4,7.54,+17.81%,+41.87%,第30天,2025-09-15,60
2025-07-16,2,301626,苏州天脉,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,105.43,124.0,+17.61%,+71.33%,第35天,2025-09-15,60
2025-07-16,3,000553,安道麦A,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,6.81,6.86,+0.73%,+10.43%,第9天,2025-09-15,60
2025-07-16,4,002528,ST英飞拓,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.99,2.88,-3.68%,+2.34%,第41天,2025-09-15,60
2025-07-16,5,002414,高德红外,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,10.04,11.34,+12.95%,+36.25%,第23天,2025-09-15,60
2025-07-16,6,002316,亚联发展,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.15,5.3,+2.91%,+31.46%,第42天,2025-09-15,60
2025-07-16,7,605028,世茂能源,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,18.91,27.02,+42.89%,+70.33%,第40天,2025-09-15,60
2025-07-16,8,688591,泰凌微,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.77,51.15,+11.75%,+38.65%,第47天,2025-09-15,60
2025-07-16,9,300121,阳谷华泰,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.282,15.56,+8.95%,+13.65%,第44天,2025-09-15,60
2025-07-16,10,002845,同兴达,94.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,14.72,14.92,+1.36%,+10.46%,第48天,2025-09-15,60
2025-07-17,1,000530,冰山冷热,97.2%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.51,6.46,-0.77%,+9.52%,第25天,2025-09-15,60
2025-07-17,2,600969,郴电国际,96.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,7.72,7.26,-5.96%,+1.42%,第0天,2025-09-15,60
2025-07-17,3,300542,新晨科技,96.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.05,21.69,-5.90%,+14.10%,第35天,2025-09-15,60
2025-07-17,4,603091,众鑫股份,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,64.17,77.18,+20.27%,+26.04%,第53天,2025-09-15,60
2025-07-17,5,688267,中触媒,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,30.005,28.475,-5.10%,+8.33%,第21天,2025-09-15,60
2025-07-17,6,300317,珈伟新能,95.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,4.25,4.42,+4.00%,+14.35%,第47天,2025-09-15,60
2025-07-17,7,601515,衢州东峰,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,3.84,4.7,+22.40%,+30.47%,第40天,2025-09-15,60
2025-07-17,8,002528,ST英飞拓,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.95,2.88,-2.37%,+3.73%,第40天,2025-09-15,60
2025-07-17,9,688591,泰凌微,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.41,51.15,+12.64%,+39.75%,第46天,2025-09-15,60
2025-07-17,10,300465,高伟达,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.22,24.71,+52.34%,+77.56%,第47天,2025-09-15,60
2025-07-18,1,300317,珈伟新能,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,4.23,4.47,+5.67%,+14.89%,第46天,2025-09-16,60
2025-07-18,2,002227,奥 特 迅,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,13.79,13.6,-1.38%,+8.27%,第39天,2025-09-16,60
2025-07-18,3,000530,冰山冷热,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.49,6.58,+1.39%,+9.86%,第24天,2025-09-16,60
2025-07-18,4,603980,吉华集团,95.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.47,5.82,+6.40%,+16.45%,第6天,2025-09-16,60
2025-07-18,5,000553,安道麦A,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,6.83,6.77,-0.88%,+10.10%,第7天,2025-09-16,60
2025-07-18,6,000899,赣能股份,94.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,9.57,9.96,+4.08%,+8.36%,第56天,2025-09-16,60
2025-07-18,7,688627,精智达,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,84.01,124.0,+47.60%,+59.56%,第56天,2025-09-16,60
2025-07-18,8,600819,耀皮玻璃,94.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,6.482,6.962,+7.41%,+13.88%,第55天,2025-09-16,60
2025-07-18,9,601865,福莱特,94.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,16.06,18.95,+18.00%,+21.61%,第49天,2025-09-16,60
2025-07-18,10,600969,郴电国际,94.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,7.68,7.29,-5.08%,+1.82%,第10天,2025-09-16,60
2025-07-21,1,688627,精智达,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,84.96,147.02,+73.05%,+84.56%,第60天,2025-09-19,60
2025-07-21,2,300763,锦浪科技,95.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,58.88,85.85,+45.81%,+62.70%,第49天,2025-09-19,60
2025-07-21,3,688201,信安世纪,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.35,15.89,+28.66%,+34.90%,第59天,2025-09-19,60
2025-07-21,4,688270,臻镭科技,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.45,69.5,+52.92%,+86.51%,第39天,2025-09-19,60
2025-07-21,5,300541,先进数通,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.1,15.46,-3.98%,+12.30%,第42天,2025-09-19,60
2025-07-21,6,000899,赣能股份,93.9%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,9.57,9.48,-0.94%,+8.36%,第53天,2025-09-19,60
2025-07-21,7,603823,百合花,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.53,13.25,-2.07%,+19.96%,第43天,2025-09-19,60
2025-07-21,8,300917,特发服务,93.6%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,44.44,47.35,+6.55%,+16.94%,第35天,2025-09-19,60
2025-07-21,9,600476,湘邮科技,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,18.9,17.23,-8.84%,+4.39%,第31天,2025-09-19,60
2025-07-21,10,300531,优博讯,93.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.19,18.51,-8.32%,+17.24%,第36天,2025-09-19,60
2025-07-22,1,600601,方正科技,100.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.37,11.37,+111.73%,+133.71%,第57天,2025-09-22,60
2025-07-22,2,301366,一博科技,96.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,37.0,40.72,+10.05%,+24.24%,第27天,2025-09-22,60
2025-07-22,3,301263,泰恩康,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,38.74,34.54,-10.84%,+5.78%,第14天,2025-09-22,60
2025-07-22,4,301586,佳力奇,95.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,58.4,53.6,-8.22%,+6.59%,第17天,2025-09-22,60
2025-07-22,5,301577,美信科技,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,58.65,63.44,+8.17%,+17.43%,第34天,2025-09-22,60
2025-07-22,6,002095,生 意 宝,95.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,21.56,19.89,-7.75%,+8.26%,第22天,2025-09-22,60
2025-07-22,7,600287,苏豪时尚,95.0%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.76,5.62,-2.43%,+12.85%,第38天,2025-09-22,60
2025-07-22,8,688073,毕得医药,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,59.46,73.78,+24.08%,+30.81%,第56天,2025-09-22,60
2025-07-22,9,688270,臻镭科技,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.11,60.77,+34.72%,+87.92%,第38天,2025-09-22,60
2025-07-22,10,301282,金禄电子,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.582,28.892,+17.53%,+24.12%,第56天,2025-09-22,60
2025-07-23,1,300533,冰川网络,97.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,35.58,38.3,+7.64%,+26.48%,第34天,2025-09-22,60
2025-07-23,2,600601,方正科技,97.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.29,11.37,+114.93%,+137.24%,第56天,2025-09-22,60
2025-07-23,3,688489,三未信安,96.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,40.88,48.34,+18.25%,+45.55%,第30天,2025-09-22,60
2025-07-23,4,300317,珈伟新能,95.7%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,4.15,4.17,+0.48%,+17.11%,第41天,2025-09-22,60
2025-07-23,5,002212,天融信,95.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.05,10.25,+27.33%,+69.19%,第36天,2025-09-22,60
2025-07-23,6,300032,金龙机电,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,5.2,5.57,+7.12%,+15.58%,第28天,2025-09-22,60
2025-07-23,7,688073,毕得医药,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,59.2,73.78,+24.63%,+31.39%,第55天,2025-09-22,60
2025-07-23,8,300995,奇德新材,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,43.425,52.115,+20.01%,+53.79%,第27天,2025-09-22,60
2025-07-23,9,603800,洪田股份,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,26.01,49.62,+90.77%,+142.91%,第55天,2025-09-22,60
2025-07-23,10,688717,艾罗能源,95.1%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,57.803,75.233,+30.15%,+45.19%,第47天,2025-09-22,60
2025-07-24,1,688489,三未信安,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,40.84,48.34,+18.36%,+45.69%,第29天,2025-09-22,60
2025-07-24,2,000722,湖南发展,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.98,12.43,-4.24%,+6.09%,第48天,2025-09-22,60
2025-07-24,3,600589,大位科技,95.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,8.46,7.84,-7.33%,+15.72%,第34天,2025-09-22,60
2025-07-24,4,002798,帝欧水华,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.52,6.54,+0.31%,+16.56%,第27天,2025-09-22,60
2025-07-24,5,300600,国瑞科技,94.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.95,15.82,+5.82%,+59.67%,第14天,2025-09-22,60
2025-07-24,6,300995,奇德新材,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,42.535,52.115,+22.52%,+57.01%,第26天,2025-09-22,60
2025-07-24,7,600016,民生银行,94.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,4.964,4.04,-18.61%,+3.02%,第0天,2025-09-22,60
2025-07-24,8,300913,兆龙互连,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,47.23,59.99,+27.02%,+48.19%,第35天,2025-09-22,60
2025-07-24,9,600644,乐山电力,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.65,11.24,-23.28%,+1.09%,第15天,2025-09-22,60
2025-07-24,10,603499,翔港科技,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.9,18.13,+14.03%,+28.93%,第39天,2025-09-22,60
2025-07-25,1,601956,东贝集团,95.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.7,7.21,+7.61%,+14.63%,第25天,2025-09-23,60
2025-07-25,2,688489,三未信安,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,40.75,46.93,+15.17%,+46.01%,第28天,2025-09-23,60
2025-07-25,3,300211,*ST亿通,95.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.1,9.11,+28.31%,+62.25%,第32天,2025-09-23,60
2025-07-25,4,600673,东阳光,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.62,24.65,+80.98%,+98.24%,第41天,2025-09-23,60
2025-07-25,5,688073,毕得医药,95.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,58.98,70.58,+19.67%,+31.88%,第53天,2025-09-23,60
2025-07-25,6,002484,江海股份,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.64,32.59,+50.60%,+75.14%,第39天,2025-09-23,60
2025-07-25,7,000617,中油资本,94.9%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,8.845,10.245,+15.83%,+54.15%,第38天,2025-09-23,60
2025-07-25,8,002204,大连重工,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.38,5.96,-6.58%,+5.96%,第24天,2025-09-23,60
2025-07-25,9,000506,招金黄金,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,10.56,9.76,-7.58%,+6.25%,第46天,2025-09-23,60
2025-07-25,10,603296,华勤技术,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,83.8,98.51,+17.55%,+23.51%,第38天,2025-09-23,60
2025-07-28,1,688321,微芯生物,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.0,30.66,-9.82%,+32.32%,第21天,2025-09-26,60
2025-07-28,2,002735,王子新材,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.57,15.0,-3.66%,+13.17%,第46天,2025-09-26,60
2025-07-28,3,002496,*ST辉丰,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,1.73,1.58,-8.67%,+0.58%,第0天,2025-09-26,60
2025-07-28,4,688583,思看科技,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,93.65,99.85,+6.62%,+25.48%,第35天,2025-09-26,60
2025-07-28,5,688520,神州细胞,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,75.49,54.65,-27.61%,+7.72%,第2天,2025-09-26,60
2025-07-28,6,301141,中科磁业,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,67.89,59.9,-11.77%,+20.64%,第28天,2025-09-26,60
2025-07-28,7,603089,正裕工业,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.13,15.93,+12.74%,+28.10%,第11天,2025-09-26,60
2025-07-28,8,300211,*ST亿通,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,7.03,9.21,+31.01%,+63.87%,第29天,2025-09-26,60
2025-07-28,9,300827,上能电气,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,23.21,32.43,+39.72%,+65.14%,第43天,2025-09-26,60
2025-07-28,10,601100,恒立液压,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,74.79,89.4,+19.53%,+34.64%,第52天,2025-09-26,60
2025-07-29,1,601609,金田股份,96.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,8.1,11.91,+47.04%,+82.10%,第22天,2025-09-29,60
2025-07-29,2,002315,焦点科技,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,51.13,47.08,-7.92%,+11.23%,第6天,2025-09-29,60
2025-07-29,3,603013,亚普股份,95.1%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,21.18,26.5,+25.12%,+42.78%,第51天,2025-09-29,60
2025-07-29,4,300044,ST赛为,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.16,4.1,-1.44%,+10.58%,第29天,2025-09-29,60
2025-07-29,5,601100,恒立液压,94.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,75.5,94.68,+25.40%,+33.38%,第51天,2025-09-29,60
2025-07-29,6,603863,松炀资源,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.39,22.64,+47.11%,+62.31%,第55天,2025-09-29,60
2025-07-29,7,001208,华菱线缆,94.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,12.05,12.37,+2.66%,+21.74%,第58天,2025-09-29,60
2025-07-29,8,000953,河化股份,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.29,7.27,-0.27%,+19.89%,第9天,2025-09-29,60
2025-07-29,9,300738,奥飞数据,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.23,22.3,+5.04%,+18.79%,第29天,2025-09-29,60
2025-07-29,10,301000,肇民科技,93.6%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,43.98,48.63,+10.57%,+32.79%,第45天,2025-09-29,60
2025-07-30,1,603013,亚普股份,95.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.73,26.5,+27.83%,+45.88%,第50天,2025-09-29,60
