选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,触发顺序
2025-10-30,1,000564,供销大集,96.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,2.58,2.58,+0.00%,+15.12%,第15天,2025-12-15,45,2025-11-11,2025-11-21,2025-12-04,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-30,2,605499,东鹏饮料,96.1%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,280.0,266.19,-4.93%,+2.14%,第0天,2025-12-15,45,-,2025-11-03,2025-11-04,"('neg2pct', 'neg4pct')"
2025-10-30,3,601588,北辰实业,95.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,1.89,1.71,-9.52%,+11.11%,第18天,2025-12-15,45,2025-11-14,2025-11-24,2025-11-28,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-30,4,002634,棒杰股份,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,4.88,5.21,+6.76%,+33.81%,第28天,2025-12-15,45,2025-10-31,-,-,-
2025-10-30,5,002102,能特科技,95.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,3.82,3.48,-8.90%,+3.93%,第15天,2025-12-15,45,-,2025-11-04,2025-11-19,"('neg2pct', 'neg4pct')"
2025-10-30,6,000517,荣安地产,94.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,1.98,1.8,-9.09%,+12.63%,第19天,2025-12-15,45,2025-11-14,2025-12-09,2025-12-10,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-30,7,603726,朗迪集团,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.8,21.37,-10.21%,+7.10%,第8天,2025-12-15,45,-,2025-11-17,2025-11-19,"('neg2pct', 'neg4pct')"
2025-10-30,8,002971,和远气体,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,35.73,32.57,-8.84%,+16.43%,第8天,2025-12-15,45,2025-11-06,2025-10-31,2025-10-31,"('neg2pct', 'neg4pct', '10pct')"
2025-10-30,9,000417,合百集团,94.1%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.85,7.62,+11.24%,+21.46%,第34天,2025-12-15,45,2025-11-17,2025-10-31,2025-11-03,"('neg2pct', 'neg4pct', '10pct')"
2025-10-30,10,605090,九丰能源,94.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,32.47,38.2,+17.65%,+21.65%,第46天,2025-12-15,45,2025-11-17,2025-12-03,-,"('10pct', 'neg2pct')"
2025-10-31,1,300211,*ST亿通,96.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,9.56,8.3,-13.18%,+1.67%,第4天,2025-12-15,45,-,2025-11-04,2025-11-05,"('neg2pct', 'neg4pct')"
2025-10-31,2,000517,荣安地产,95.7%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,1.96,1.8,-8.16%,+13.78%,第18天,2025-12-15,45,2025-11-12,2025-12-10,2025-12-11,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-31,3,000926,福星股份,94.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,2.52,2.37,-5.95%,+14.68%,第17天,2025-12-15,45,2025-11-14,2025-12-04,2025-12-05,"('10pct', 'neg2pct', 'neg4pct')"
2025-10-31,4,001270,*ST铖昌,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.67,64.28,+40.75%,+40.75%,第45天,2025-12-15,45,2025-12-08,2025-11-04,2025-11-20,"('neg2pct', 'neg4pct', '10pct')"
2025-10-31,5,605499,东鹏饮料,94.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,280.0,266.19,-4.93%,+1.28%,第0天,2025-12-15,45,-,2025-11-03,2025-11-04,"('neg2pct', 'neg4pct')"
2025-10-31,6,600769,祥龙电业,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.88,12.13,-12.61%,+3.10%,第11天,2025-12-15,45,-,2025-11-03,2025-11-03,"('neg2pct', 'neg4pct')"
2025-10-31,7,300167,ST迪威迅,94.6%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,6.12,5.02,-17.97%,+3.10%,第4天,2025-12-15,45,-,2025-11-05,2025-11-05,"('neg2pct', 'neg4pct')"
2025-10-31,8,301369,联动科技,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,86.08,118.32,+37.45%,+39.41%,第40天,2025-12-15,45,2025-11-11,2025-11-03,-,"('neg2pct', '10pct')"
2025-10-31,9,002701,奥瑞金,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.02,5.95,-1.16%,+2.33%,第13天,2025-12-15,45,-,2025-11-04,2025-11-18,"('neg2pct', 'neg4pct')"
2025-10-31,10,301265,华新环保,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,11.8,12.22,+3.56%,+22.12%,第35天,2025-12-15,45,2025-12-02,2025-11-04,-,"('neg2pct', '10pct')"
