选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 +5% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,达到 +5% 天数,触发顺序,是否曾跌破成本价,行业,行业热度_买入日,行业热度_10pct 日,行业热度_5pct 日,行业热度_neg2pct 日,行业热度_neg4pct 日,行业热度_卖出日
2025-07-02,1,000669,ST金鸿,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,2.6,3.35,+28.85%,+41.54%,第43天,2025-08-18,45,2025-07-22,2025-07-08,2025-07-02,-,第20天,第6天,"('neg2pct', '5pct', '10pct')",是,电子,76.42,81.66,87.46,76.42,,85.83
2025-07-02,2,300056,中创环保,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.06,14.74,+4.84%,+12.87%,第35天,2025-08-18,45,2025-08-05,2025-07-23,2025-07-14,2025-07-14,第34天,第21天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,公用事业,32.33,32.11,38.71,39.82,39.82,33.94
2025-07-02,3,300648,星云股份,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.91,58.99,+73.96%,+76.88%,第43天,2025-08-18,45,2025-07-14,2025-07-09,2025-07-03,2025-07-07,第12天,第7天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电力设备,63.67,61.3,63.89,63.42,59.08,63.39
2025-07-02,4,002241,歌尔股份,93.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.66,28.31,+24.93%,+26.83%,第47天,2025-08-18,45,2025-08-14,2025-07-03,2025-07-07,-,第43天,第1天,"('5pct', 'neg2pct', '10pct')",是,电子,76.42,81.91,82.79,74.71,,85.83
2025-07-02,5,300940,南极光,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.12,28.92,+19.90%,+23.96%,第34天,2025-08-18,45,2025-07-17,2025-07-16,2025-07-11,2025-07-11,第15天,第14天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,76.42,82.64,78.63,80.88,80.88,85.83
2025-07-02,6,603036,如通股份,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.85,19.37,+14.96%,+19.05%,第47天,2025-08-18,45,2025-08-14,2025-08-08,2025-07-10,2025-07-29,第43天,第37天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,机械设备,62.24,69.21,75.42,51.74,58.99,69.37
2025-07-02,7,001268,联合精密,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,24.58,35.52,+44.51%,+48.05%,第47天,2025-08-18,45,2025-07-07,2025-07-03,-,-,第5天,第1天,"('5pct', '10pct')",是,家用电器,36.28,30.34,27.71,,,35.16
2025-07-02,8,603353,和顺石油,93.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.58,17.05,+2.83%,+5.19%,第40天,2025-08-18,45,-,2025-08-11,2025-07-04,-,-,第40天,"('neg2pct', '5pct')",是,基础化工,79.88,,74.49,79.62,,75.45
2025-07-02,9,688195,腾景科技,93.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,41.94,64.7,+54.27%,+54.27%,第47天,2025-08-18,45,2025-07-29,2025-07-03,2025-07-07,-,第27天,第1天,"('5pct', 'neg2pct', '10pct')",是,电子,76.42,80.91,82.79,74.71,,85.83
2025-07-02,10,603657,春光科技,93.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.14,35.18,+6.16%,+9.81%,第6天,2025-08-18,45,-,2025-07-08,2025-07-07,2025-07-11,-,第6天,"('neg2pct', '5pct', 'neg4pct')",是,家用电器,36.28,,33.42,30.34,36.25,35.16
2025-07-03,1,603657,春光科技,95.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.3,35.18,+5.65%,+9.28%,第5天,2025-08-18,45,-,2025-07-08,2025-07-07,2025-07-11,-,第5天,"('neg2pct', '5pct', 'neg4pct')",是,家用电器,27.71,,33.42,30.34,36.25,35.16
2025-07-03,2,688269,凯立新材,93.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,32.63,38.63,+18.39%,+25.68%,第42天,2025-08-18,45,2025-07-30,2025-07-18,2025-07-04,-,第27天,第15天,"('neg2pct', '5pct', '10pct')",是,基础化工,78.4,76.16,78.1,79.62,,75.45
2025-07-03,3,000766,通化金马,93.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,24.89,23.38,-6.07%,+1.04%,第14天,2025-08-18,45,-,-,2025-07-03,2025-07-08,-,-,"('neg2pct', 'neg4pct')",是,医药生物,68.95,,,68.95,65.34,65.0
2025-07-03,4,300872,天阳科技,92.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.7,26.6,+28.50%,+36.71%,第42天,2025-08-18,45,2025-07-04,2025-07-04,-,-,第1天,第1天,"('10pct', '5pct')",是,计算机,60.87,88.56,88.56,,,84.99
2025-07-03,5,300056,中创环保,92.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.15,14.74,+4.17%,+12.16%,第34天,2025-08-18,45,2025-08-05,2025-07-23,2025-07-04,2025-07-14,第33天,第20天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,公用事业,35.33,32.11,38.71,42.46,39.82,33.94
2025-07-03,6,002130,沃尔核材,92.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,22.6,25.25,+11.73%,+18.58%,第6天,2025-08-18,45,2025-07-08,2025-07-04,2025-07-03,-,第5天,第1天,"('neg2pct', '5pct', '10pct')",是,基础化工,78.4,84.42,79.62,78.4,,75.45
2025-07-03,7,688361,中科飞测,92.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,81.95,88.12,+7.53%,+14.69%,第26天,2025-08-18,45,2025-07-25,2025-07-24,2025-07-10,2025-07-22,第22天,第21天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,82.79,79.66,81.31,79.02,81.66,85.83
2025-07-03,8,603042,华脉科技,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.41,16.76,+2.13%,+4.39%,第42天,2025-08-18,45,-,-,2025-07-07,2025-07-11,-,-,"('neg2pct', 'neg4pct')",是,通信,34.16,,,31.07,35.52,51.66
2025-07-03,9,301012,扬电科技,92.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,19.39,23.04,+18.82%,+36.67%,第14天,2025-08-18,45,2025-07-16,2025-07-09,2025-07-04,-,第13天,第6天,"('neg2pct', '5pct', '10pct')",是,电力设备,63.42,58.5,63.89,58.18,,63.39
2025-07-03,10,605319,无锡振华,92.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,32.2,34.85,+8.23%,+12.48%,第40天,2025-08-18,45,2025-08-11,2025-08-06,2025-07-10,2025-07-22,第39天,第34天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,汽车,48.6,53.13,64.84,46.88,50.21,55.56
2025-07-04,1,300173,ST福能,95.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,6.06,6.12,+0.99%,+3.47%,第0天,2025-08-18,45,-,-,2025-07-23,2025-08-04,-,-,"('neg2pct', 'neg4pct')",是,电力设备,58.18,,,63.52,59.36,63.39
2025-07-04,2,301487,盟固利,95.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.63,22.41,+8.63%,+9.50%,第38天,2025-08-18,45,-,2025-07-11,2025-07-15,-,-,第7天,"('5pct', 'neg2pct')",是,电力设备,58.18,,50.37,64.66,,63.39
2025-07-04,3,600992,贵绳股份,94.7%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,15.03,15.36,+2.20%,+9.85%,第25天,2025-08-18,45,-,2025-07-22,2025-07-10,2025-07-15,-,第18天,"('neg2pct', 'neg4pct', '5pct')",是,钢铁,27.14,,30.0,29.95,24.48,33.13
2025-07-04,4,300550,和仁科技,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.17,13.42,+1.90%,+7.44%,第34天,2025-08-18,45,-,2025-07-10,2025-07-15,-,-,第6天,"('5pct', 'neg2pct')",是,计算机,88.56,,73.99,84.18,,84.99
2025-07-04,5,688195,腾景科技,94.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,41.43,64.7,+56.17%,+56.17%,第45天,2025-08-18,45,2025-07-29,2025-07-22,2025-07-07,-,第25天,第18天,"('neg2pct', '5pct', '10pct')",是,电子,79.92,80.91,81.66,74.71,,85.83
2025-07-04,6,300694,蠡湖股份,94.0%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,13.98,13.44,-3.86%,+3.22%,第0天,2025-08-18,45,-,-,2025-07-11,2025-07-17,-,-,"('neg2pct', 'neg4pct')",是,汽车,49.33,,,48.97,64.98,55.56
2025-07-04,7,002117,东港股份,93.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.38,12.85,+12.92%,+14.59%,第35天,2025-08-18,45,2025-07-17,2025-07-09,-,-,第13天,第5天,"('5pct', '10pct')",是,轻工制造,32.43,31.67,33.05,,,36.39
2025-07-04,8,600322,津投城开,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.89,2.87,-0.69%,+5.88%,第19天,2025-08-18,45,-,2025-07-23,2025-07-09,2025-07-15,-,第19天,"('neg2pct', 'neg4pct', '5pct')",是,房地产,29.92,,28.98,28.65,31.78,28.85
2025-07-04,9,603598,引力传媒,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,17.13,18.49,+7.94%,+13.78%,第27天,2025-08-18,45,2025-07-31,2025-07-09,-,-,第27天,第5天,"('5pct', '10pct')",是,传媒,32.49,34.96,42.62,,,48.04
2025-07-04,10,002132,恒星科技,93.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,3.55,3.87,+9.01%,+21.97%,第18天,2025-08-18,45,2025-07-21,2025-07-08,2025-07-07,-,第17天,第4天,"('neg2pct', '5pct', '10pct')",是,钢铁,27.14,37.61,31.82,21.92,,33.13
2025-07-08,1,301421,波长光电,95.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,71.89,89.77,+24.87%,+27.83%,第45天,2025-08-22,45,2025-07-24,2025-07-18,2025-07-10,-,第16天,第10天,"('neg2pct', '5pct', '10pct')",是,电子,87.46,81.31,78.85,79.02,,83.71
2025-07-08,2,002647,*ST仁东,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.01,5.83,-3.00%,+4.83%,第2天,2025-08-22,45,-,-,2025-07-18,2025-07-29,-,-,"('neg2pct', 'neg4pct')",是,非银金融,50.22,,,42.83,41.73,58.48
2025-07-08,3,688272,富吉瑞,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.05,29.82,+19.04%,+31.74%,第34天,2025-08-22,45,2025-07-28,2025-07-25,2025-07-09,-,第20天,第17天,"('neg2pct', '5pct', '10pct')",是,国防军工,32.79,41.62,29.97,38.87,,38.77
2025-07-08,4,300694,蠡湖股份,94.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,14.05,13.58,-3.35%,+0.57%,第0天,2025-08-22,45,-,-,2025-07-11,2025-07-17,-,-,"('neg2pct', 'neg4pct')",是,汽车,52.84,,,48.97,64.98,49.85
2025-07-08,5,600184,光电股份,94.3%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,16.09,21.7,+34.87%,+55.38%,第34天,2025-08-22,45,2025-07-22,2025-07-17,2025-07-10,-,第14天,第9天,"('neg2pct', '5pct', '10pct')",是,国防军工,32.79,42.07,50.11,28.43,,38.77
2025-07-08,6,688155,先惠技术,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,49.35,56.88,+15.26%,+22.09%,第14天,2025-08-22,45,2025-07-22,2025-07-22,2025-07-10,2025-07-10,第14天,第14天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,电力设备,73.21,71.81,71.81,57.95,57.95,56.6
2025-07-08,7,600738,丽尚国潮,93.8%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,5.35,5.33,-0.37%,+11.96%,第16天,2025-08-22,45,2025-07-23,2025-07-17,2025-07-11,-,第15天,第9天,"('neg2pct', '5pct', '10pct')",是,商贸零售,32.63,30.29,33.99,29.98,,22.81
2025-07-08,8,301487,盟固利,93.7%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.9,22.25,+6.46%,+10.43%,第42天,2025-08-22,45,2025-08-19,2025-07-29,2025-07-09,-,第42天,第21天,"('neg2pct', '5pct', '10pct')",是,电力设备,73.21,60.51,62.41,63.89,,56.6
2025-07-08,9,600322,津投城开,93.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.91,2.87,-1.37%,+5.15%,第15天,2025-08-22,45,-,2025-07-23,2025-07-09,2025-07-15,-,第15天,"('neg2pct', 'neg4pct', '5pct')",是,房地产,28.7,,28.98,28.65,31.78,25.45
2025-07-08,10,002074,国轩高科,93.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,30.33,31.79,+4.81%,+10.45%,第42天,2025-08-22,45,2025-08-19,2025-08-19,2025-07-10,2025-07-17,第42天,第42天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,电力设备,73.21,60.51,60.51,57.95,58.5,56.6
2025-07-07,1,688167,炬光科技,96.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,77.6,121.25,+56.25%,+71.39%,第44天,2025-08-21,45,2025-07-29,2025-07-15,-,-,第22天,第8天,"('5pct', '10pct')",是,电子,74.71,80.91,88.44,,,80.55
2025-07-07,2,603598,引力传媒,95.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.22,17.95,+4.24%,+13.18%,第24天,2025-08-21,45,2025-07-31,2025-07-09,-,-,第24天,第2天,"('5pct', '10pct')",是,传媒,25.5,34.96,42.62,,,29.63
2025-07-07,3,603258,电魂网络,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,23.78,23.28,-2.10%,+10.01%,第1天,2025-08-21,45,2025-07-08,2025-07-08,2025-07-14,2025-07-14,第1天,第1天,"('10pct', '5pct', 'neg2pct', 'neg4pct')",是,传媒,25.5,32.68,32.68,24.68,24.68,29.63
2025-07-07,4,300331,苏大维格,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,21.66,23.93,+10.48%,+13.57%,第38天,2025-08-21,45,2025-08-14,2025-08-07,2025-07-11,2025-07-23,第38天,第31天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,电子,74.71,81.91,84.44,80.88,78.14,80.55
2025-07-07,5,300841,康华生物,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,63.11,86.24,+36.65%,+49.42%,第39天,2025-08-21,45,2025-07-11,2025-07-11,2025-07-09,2025-07-09,第4天,第4天,"('neg2pct', 'neg4pct', '10pct', '5pct')",是,医药生物,69.24,69.0,69.0,63.67,63.67,56.99
2025-07-07,6,605133,嵘泰股份,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,40.51,35.08,-13.40%,+8.24%,第2天,2025-08-21,45,-,2025-07-09,2025-07-10,2025-07-10,-,第2天,"('5pct', 'neg2pct', 'neg4pct')",是,汽车,48.23,,54.44,46.88,46.88,53.82
2025-07-07,7,002117,东港股份,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,11.42,13.59,+19.00%,+22.42%,第45天,2025-08-21,45,2025-07-17,2025-07-16,-,-,第10天,第9天,"('5pct', '10pct')",是,轻工制造,35.95,31.67,29.05,,,29.81
2025-07-07,8,002425,凯撒文化,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.18,3.5,+10.06%,+12.58%,第45天,2025-08-21,45,2025-08-21,2025-07-08,2025-07-23,2025-07-23,第45天,第1天,"('5pct', 'neg2pct', 'neg4pct', '10pct')",是,纺织服饰,27.15,26.78,34.71,27.85,27.85,26.78
2025-07-07,9,300550,和仁科技,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.25,13.95,+5.28%,+9.13%,第45天,2025-08-21,45,-,2025-07-21,2025-07-15,-,-,第14天,"('neg2pct', '5pct')",是,计算机,74.24,,61.34,84.18,,83.34
2025-07-07,10,688435,英方软件,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.24,37.5,+20.04%,+22.12%,第43天,2025-08-21,45,2025-07-11,2025-07-11,-,-,第4天,第4天,"('10pct', '5pct')",是,计算机,74.24,87.43,87.43,,,83.34
2025-07-09,1,600184,光电股份,100.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.01,23.0,+43.66%,+56.15%,第33天,2025-08-25,45,2025-07-21,2025-07-17,2025-07-10,-,第12天,第8天,"('neg2pct', '5pct', '10pct')",是,国防军工,38.87,31.5,50.11,28.43,,41.42
2025-07-09,2,300447,全信股份,94.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,15.64,16.55,+5.82%,+13.62%,第30天,2025-08-25,45,2025-07-23,2025-07-22,2025-07-14,-,第14天,第13天,"('neg2pct', '5pct', '10pct')",是,电力设备,63.89,63.52,71.81,61.3,,65.17
2025-07-09,3,300377,赢时胜,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.2,26.82,+6.43%,+10.63%,第40天,2025-08-25,45,2025-08-18,2025-07-11,2025-07-10,2025-07-31,第40天,第2天,"('neg2pct', '5pct', 'neg4pct', '10pct')",是,计算机,69.62,84.99,87.43,73.99,71.86,82.46
2025-07-09,4,600844,金煤科技,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,3.45,3.3,-4.35%,+5.22%,第14天,2025-08-25,45,-,2025-07-23,2025-07-15,2025-07-29,-,第14天,"('neg2pct', '5pct', 'neg4pct')",是,农林牧渔,37.13,,35.01,36.19,31.01,33.63
2025-07-09,5,688115,思林杰,94.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,48.69,64.3,+32.06%,+66.36%,第29天,2025-08-25,45,2025-07-17,2025-07-14,2025-07-10,2025-07-10,第8天,第5天,"('neg2pct', 'neg4pct', '5pct', '10pct')",是,机械设备,64.78,64.99,64.96,51.74,51.74,63.29
