selection_date,code,name,rank,similarity_score,best_match_case,best_match_date,category,reasons,buy_price,sell_price,return_pct,max_gain_pct,max_gain_day,sell_date,hold_days,trigger_10pct_date,trigger_5pct_date,trigger_neg2pct_date,trigger_neg4pct_date,trigger_10pct_day,trigger_5pct_day,first_reach_order,ever_below_zero,industry,industry_heat_buy,industry_heat_10pct,industry_heat_5pct,industry_heat_neg2pct,industry_heat_neg4pct,industry_heat_sell
2025-07-02,300940,南极光,5,93.72,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],24.12,28.92,19.900497512437813,23.963515754560518,34,2025-08-18,45,2025-07-17,2025-07-16,2025-07-11,2025-07-11,15,14,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,76.42,82.64,78.63,80.88,80.88,85.83
2025-07-02,603036,如通股份,6,93.53,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],16.85,19.37,14.95548961424332,19.050445103857548,47,2025-08-18,45,2025-08-14,2025-08-08,2025-07-10,2025-07-29,43,37,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,机械设备,62.24,69.21,75.42,51.74,58.99,69.37
2025-07-02,001268,联合精密,7,93.51,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],24.58,35.52,44.50772986167618,48.047192839707094,47,2025-08-18,45,2025-07-07,2025-07-03,,,5,1,"('5pct', '10pct')",True,家用电器,36.28,30.34,27.71,,,35.16
2025-07-02,603353,和顺石油,8,93.47,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],16.58,17.05,2.834740651387228,5.186972255729813,40,2025-08-18,45,,2025-08-11,2025-07-04,,,40,"('neg2pct', '5pct')",True,基础化工,79.88,,74.49,79.62,,75.45
2025-07-02,688195,腾景科技,9,93.15,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],41.94,64.7,54.2680019074869,54.2680019074869,47,2025-08-18,45,2025-07-29,2025-07-03,2025-07-07,,27,1,"('5pct', 'neg2pct', '10pct')",True,电子,76.42,80.91,82.79,74.71,,85.83
2025-07-02,603657,春光科技,10,93.05,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],33.14,35.18,6.155703077851536,9.80687990343995,6,2025-08-18,45,,2025-07-08,2025-07-07,2025-07-11,,6,"('neg2pct', '5pct', 'neg4pct')",True,家用电器,36.28,,33.42,30.34,36.25,35.16
2025-07-03,603657,春光科技,1,95.08,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],33.3,35.18,5.645645645645654,9.27927927927929,5,2025-08-18,45,,2025-07-08,2025-07-07,2025-07-11,,5,"('neg2pct', '5pct', 'neg4pct')",True,家用电器,27.71,,33.42,30.34,36.25,35.16
2025-07-03,688269,凯立新材,2,93.52,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],32.63,38.63,18.387986515476555,25.68188783328224,42,2025-08-18,45,2025-07-30,2025-07-18,2025-07-04,,27,15,"('neg2pct', '5pct', '10pct')",True,基础化工,78.4,76.16,78.1,79.62,,75.45
2025-07-03,000766,通化金马,3,93.25,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],24.89,23.38,-6.0666934511852215,1.0445962233828767,14,2025-08-18,45,,,2025-07-03,2025-07-08,,,"('neg2pct', 'neg4pct')",True,医药生物,68.95,,,68.95,65.34,65.0
2025-07-03,300872,天阳科技,4,92.9,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],20.7,26.6,28.502415458937207,36.714975845410635,42,2025-08-18,45,2025-07-04,2025-07-04,,,1,1,"('10pct', '5pct')",True,计算机,60.87,88.56,88.56,,,84.99
2025-07-03,300056,中创环保,5,92.81,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],14.15,14.74,4.169611307420493,12.155477031802112,34,2025-08-18,45,2025-08-05,2025-07-23,2025-07-04,2025-07-14,33,20,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,公用事业,35.33,32.11,38.71,42.46,39.82,33.94
2025-07-03,002130,沃尔核材,6,92.78,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],22.6,25.25,11.725663716814152,18.58407079646017,6,2025-08-18,45,2025-07-08,2025-07-04,2025-07-03,,5,1,"('neg2pct', '5pct', '10pct')",True,基础化工,78.4,84.42,79.62,78.4,,75.45
2025-07-03,688361,中科飞测,7,92.78,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],81.95,88.12,7.528981086028068,14.691885295912133,26,2025-08-18,45,2025-07-25,2025-07-24,2025-07-10,2025-07-22,22,21,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,82.79,79.66,81.31,79.02,81.66,85.83
2025-07-03,603042,华脉科技,8,92.61,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],16.41,16.76,2.132845825716035,4.387568555758676,42,2025-08-18,45,,,2025-07-07,2025-07-11,,,"('neg2pct', 'neg4pct')",True,通信,34.16,,,31.07,35.52,51.66
2025-07-03,301012,扬电科技,9,92.57,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],19.39,23.04,18.824136152656003,36.66838576585869,14,2025-08-18,45,2025-07-16,2025-07-09,2025-07-04,,13,6,"('neg2pct', '5pct', '10pct')",True,电力设备,63.42,58.5,63.89,58.18,,63.39
2025-07-03,605319,无锡振华,10,92.49,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],32.2,34.85,8.229813664596268,12.484472049689428,40,2025-08-18,45,2025-08-11,2025-08-06,2025-07-10,2025-07-22,39,34,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,汽车,48.6,53.13,64.84,46.88,50.21,55.56
2025-07-04,300173,ST福能,1,94.97,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],6.06,6.12,0.9900990099009984,3.465346534653465,0,2025-08-18,45,,,2025-07-23,2025-08-04,,,"('neg2pct', 'neg4pct')",True,电力设备,58.18,,,63.52,59.36,63.39
2025-07-04,301487,盟固利,2,94.96,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],20.63,22.41,8.628211342704803,9.500727096461468,38,2025-08-18,45,,2025-07-11,2025-07-15,,,7,"('5pct', 'neg2pct')",True,电力设备,58.18,,50.37,64.66,,63.39
2025-07-04,600992,贵绳股份,3,94.71,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],15.03,15.36,2.19560878243513,9.846972721224233,25,2025-08-18,45,,2025-07-22,2025-07-10,2025-07-15,,18,"('neg2pct', 'neg4pct', '5pct')",True,钢铁,27.14,,30.0,29.95,24.48,33.13
2025-07-04,300550,和仁科技,4,94.67,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],13.17,13.42,1.8982536066818527,7.441154138192865,34,2025-08-18,45,,2025-07-10,2025-07-15,,,6,"('5pct', 'neg2pct')",True,计算机,88.56,,73.99,84.18,,84.99
2025-07-04,688195,腾景科技,5,94.45,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],41.43,64.7,56.16702872314748,56.16702872314748,45,2025-08-18,45,2025-07-29,2025-07-22,2025-07-07,,25,18,"('neg2pct', '5pct', '10pct')",True,电子,79.92,80.91,81.66,74.71,,85.83
2025-07-04,300694,蠡湖股份,6,93.95,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],13.98,13.44,-3.862660944206015,3.2188841201716687,0,2025-08-18,45,,,2025-07-11,2025-07-17,,,"('neg2pct', 'neg4pct')",True,汽车,49.33,,,48.97,64.98,55.56
2025-07-04,002117,东港股份,7,93.83,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.38,12.85,12.917398945518443,14.58699472759225,35,2025-08-18,45,2025-07-17,2025-07-09,,,13,5,"('5pct', '10pct')",True,轻工制造,32.43,31.67,33.05,,,36.39
2025-07-04,600322,津投城开,8,93.81,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],2.89,2.87,-0.6920415224913501,5.8823529411764675,19,2025-08-18,45,,2025-07-23,2025-07-09,2025-07-15,,19,"('neg2pct', 'neg4pct', '5pct')",True,房地产,29.92,,28.98,28.65,31.78,28.85
2025-07-04,603598,引力传媒,9,93.8,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],17.13,18.49,7.9392877991827175,13.776999416228836,27,2025-08-18,45,2025-07-31,2025-07-09,,,27,5,"('5pct', '10pct')",True,传媒,32.49,34.96,42.62,,,48.04
2025-07-04,002132,恒星科技,10,93.57,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],3.55,3.87,9.014084507042263,21.9718309859155,18,2025-08-18,45,2025-07-21,2025-07-08,2025-07-07,,17,4,"('neg2pct', '5pct', '10pct')",True,钢铁,27.14,37.61,31.82,21.92,,33.13
2025-07-08,301421,波长光电,1,95.7,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],71.89,89.77,24.87133120044512,27.83419112533037,45,2025-08-22,45,2025-07-24,2025-07-18,2025-07-10,,16,10,"('neg2pct', '5pct', '10pct')",True,电子,87.46,81.31,78.85,79.02,,83.71
2025-07-08,002647,*ST仁东,2,95.47,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],6.01,5.83,-2.995008319467549,4.825291181364393,2,2025-08-22,45,,,2025-07-18,2025-07-29,,,"('neg2pct', 'neg4pct')",True,非银金融,50.22,,,42.83,41.73,58.48
2025-07-08,688272,富吉瑞,3,94.42,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],25.05,29.82,19.04191616766467,31.73652694610778,34,2025-08-22,45,2025-07-28,2025-07-25,2025-07-09,,20,17,"('neg2pct', '5pct', '10pct')",True,国防军工,32.79,41.62,29.97,38.87,,38.77
2025-07-08,300694,蠡湖股份,4,94.31,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],14.05,13.58,-3.345195729537371,0.5693950177935948,0,2025-08-22,45,,,2025-07-11,2025-07-17,,,"('neg2pct', 'neg4pct')",True,汽车,52.84,,,48.97,64.98,49.85
2025-07-08,600184,光电股份,5,94.3,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],16.09,21.7,34.866376631448105,55.37600994406464,34,2025-08-22,45,2025-07-22,2025-07-17,2025-07-10,,14,9,"('neg2pct', '5pct', '10pct')",True,国防军工,32.79,42.07,50.11,28.43,,38.77
2025-07-08,688155,先惠技术,6,93.95,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],49.35,56.88,15.258358662613983,22.087132725430596,14,2025-08-22,45,2025-07-22,2025-07-22,2025-07-10,2025-07-10,14,14,"('neg2pct', 'neg4pct', '10pct', '5pct')",True,电力设备,73.21,71.81,71.81,57.95,57.95,56.6
2025-07-08,600738,丽尚国潮,7,93.78,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.35,5.33,-0.3738317757009266,11.962616822429919,16,2025-08-22,45,2025-07-23,2025-07-17,2025-07-11,,15,9,"('neg2pct', '5pct', '10pct')",True,商贸零售,32.63,30.29,33.99,29.98,,22.81
2025-07-08,301487,盟固利,8,93.67,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],20.9,22.25,6.459330143540678,10.430622009569378,42,2025-08-22,45,2025-08-19,2025-07-29,2025-07-09,,42,21,"('neg2pct', '5pct', '10pct')",True,电力设备,73.21,60.51,62.41,63.89,,56.6
2025-07-08,600322,津投城开,9,93.49,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],2.91,2.87,-1.3745704467353963,5.154639175257729,15,2025-08-22,45,,2025-07-23,2025-07-09,2025-07-15,,15,"('neg2pct', 'neg4pct', '5pct')",True,房地产,28.7,,28.98,28.65,31.78,25.45
2025-07-08,002074,国轩高科,10,93.12,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],30.33,31.79,4.813715792944283,10.451697988789983,42,2025-08-22,45,2025-08-19,2025-08-19,2025-07-10,2025-07-17,42,42,"('neg2pct', 'neg4pct', '10pct', '5pct')",True,电力设备,73.21,60.51,60.51,57.95,58.5,56.6
2025-07-07,688167,炬光科技,1,96.58,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],77.6,121.25,56.250000000000014,71.39175257731961,44,2025-08-21,45,2025-07-29,2025-07-15,,,22,8,"('5pct', '10pct')",True,电子,74.71,80.91,88.44,,,80.55
2025-07-07,603598,引力传媒,2,95.67,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],17.22,17.95,4.2392566782810714,13.182346109175375,24,2025-08-21,45,2025-07-31,2025-07-09,,,24,2,"('5pct', '10pct')",True,传媒,25.5,34.96,42.62,,,29.63
2025-07-07,603258,电魂网络,3,95.1,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],23.78,23.28,-2.1026072329688814,10.008410428931871,1,2025-08-21,45,2025-07-08,2025-07-08,2025-07-14,2025-07-14,1,1,"('10pct', '5pct', 'neg2pct', 'neg4pct')",True,传媒,25.5,32.68,32.68,24.68,24.68,29.63
2025-07-07,300331,苏大维格,4,95.07,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],21.66,23.93,10.480147737765465,13.573407202216073,38,2025-08-21,45,2025-08-14,2025-08-07,2025-07-11,2025-07-23,38,31,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,74.71,81.91,84.44,80.88,78.14,80.55
2025-07-07,300841,康华生物,5,95.02,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],63.11,86.24,36.650293138963704,49.421644747266676,39,2025-08-21,45,2025-07-11,2025-07-11,2025-07-09,2025-07-09,4,4,"('neg2pct', 'neg4pct', '10pct', '5pct')",True,医药生物,69.24,69.0,69.0,63.67,63.67,56.99
2025-07-07,605133,嵘泰股份,6,94.78,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],40.51,35.08,-13.404097753641075,8.244877807948663,2,2025-08-21,45,,2025-07-09,2025-07-10,2025-07-10,,2,"('5pct', 'neg2pct', 'neg4pct')",True,汽车,48.23,,54.44,46.88,46.88,53.82
2025-07-07,002117,东港股份,7,94.7,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],11.42,13.59,19.001751313485112,22.4168126094571,45,2025-08-21,45,2025-07-17,2025-07-16,,,10,9,"('5pct', '10pct')",True,轻工制造,35.95,31.67,29.05,,,29.81
2025-07-07,002425,凯撒文化,8,94.45,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],3.18,3.5,10.062893081761,12.578616352201255,45,2025-08-21,45,2025-08-21,2025-07-08,2025-07-23,2025-07-23,45,1,"('5pct', 'neg2pct', 'neg4pct', '10pct')",True,纺织服饰,27.15,26.78,34.71,27.85,27.85,26.78
2025-07-07,300550,和仁科技,9,94.41,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],13.25,13.95,5.283018867924523,9.13207547169812,45,2025-08-21,45,,2025-07-21,2025-07-15,,,14,"('neg2pct', '5pct')",True,计算机,74.24,,61.34,84.18,,83.34
2025-07-07,688435,英方软件,10,94.4,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],31.24,37.5,20.038412291933426,22.1190781049936,43,2025-08-21,45,2025-07-11,2025-07-11,,,4,4,"('10pct', '5pct')",True,计算机,74.24,87.43,87.43,,,83.34
2025-07-09,600184,光电股份,1,100.0,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],16.01,23.0,43.66021236727044,56.15240474703309,33,2025-08-25,45,2025-07-21,2025-07-17,2025-07-10,,12,8,"('neg2pct', '5pct', '10pct')",True,国防军工,38.87,31.5,50.11,28.43,,41.42
2025-07-09,300447,全信股份,2,94.84,case_011,2025-11-12,主板,['匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破'],15.64,16.55,5.81841432225064,13.61892583120204,30,2025-08-25,45,2025-07-23,2025-07-22,2025-07-14,,14,13,"('neg2pct', '5pct', '10pct')",True,电力设备,63.89,63.52,71.81,61.3,,65.17
2025-07-09,300377,赢时胜,3,94.69,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],25.2,26.82,6.428571428571432,10.634920634920634,40,2025-08-25,45,2025-08-18,2025-07-11,2025-07-10,2025-07-31,40,2,"('neg2pct', '5pct', 'neg4pct', '10pct')",True,计算机,69.62,84.99,87.43,73.99,71.86,82.46
2025-07-09,600844,金煤科技,4,94.37,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],3.45,3.3,-4.347826086956532,5.217391304347817,14,2025-08-25,45,,2025-07-23,2025-07-15,2025-07-29,,14,"('neg2pct', '5pct', 'neg4pct')",True,农林牧渔,37.13,,35.01,36.19,31.01,33.63
2025-07-09,688115,思林杰,5,94.2,case_003,2025-06-20,科创板,['匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位'],48.69,64.3,32.05997124666256,66.35859519408504,29,2025-08-25,45,2025-07-17,2025-07-14,2025-07-10,2025-07-10,8,5,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,机械设备,64.78,64.99,64.96,51.74,51.74,63.29
2025-07-09,688591,泰凌微,6,94.15,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],46.21,58.47,26.531053884440592,37.329582341484524,54,2025-09-01,45,2025-08-12,2025-07-29,2025-07-11,2025-07-25,34,20,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,78.87,83.21,80.91,80.88,79.66,
2025-07-09,600738,丽尚国潮,7,93.98,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.37,5.43,1.1173184357541828,11.545623836126632,15,2025-08-25,45,2025-07-23,2025-07-23,2025-07-11,,14,14,"('neg2pct', '10pct', '5pct')",True,商贸零售,32.77,30.29,30.29,29.98,,38.03
2025-07-09,603120,肯特催化,8,93.98,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],41.2,42.6,3.3980582524271807,5.412621359223293,43,2025-08-25,45,,2025-08-21,2025-07-15,2025-08-04,,43,"('neg2pct', 'neg4pct', '5pct')",True,基础化工,76.3,,72.81,73.35,64.15,68.19
2025-07-09,688361,中科飞测,9,93.96,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],82.2,98.87,20.279805352798057,25.30413625304136,47,2025-08-25,45,2025-07-25,2025-07-24,2025-07-10,2025-07-22,16,15,"('neg2pct', 'neg4pct', '5pct', '10pct')",True,电子,78.87,79.66,81.31,79.02,81.66,83.43
2025-07-09,002406,远东传动,10,93.78,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],7.32,8.66,18.306010928961747,25.40983606557376,35,2025-08-25,45,2025-07-28,2025-07-21,,,19,12,"('5pct', '10pct')",True,汽车,54.44,50.23,54.63,,,53.01
2025-07-10,002940,昂利康,1,100.0,case_010,2025-07-11,中小板,['匹配case_010: 昂利康 - 价格接近短期趋势线+缩量+顶部未放量'],37.73,55.62,47.41584945666579,82.34826398091705,15,2025-08-25,45,2025-07-14,2025-07-10,,,4,0,"('5pct', '10pct')",True,医药生物,64.04,64.94,64.04,,,64.05
2025-07-10,688109,品茗科技,2,96.42,case_004,2025-07-23,主板,['匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位'],30.8,41.61,35.09740259740259,48.961038961038966,46,2025-08-25,45,2025-07-17,2025-07-14,,,7,4,"('5pct', '10pct')",True,计算机,73.99,77.38,71.13,,,82.46
2025-07-10,600738,丽尚国潮,3,95.81,case_006,2025-08-04,中小板,['匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位'],5.32,5.43,2.06766917293232,12.593984962406013,14,2025-08-25,45,2025-07-23,2025-07-17,2025-07-11,,13,7,"('neg2pct', '5pct', '10pct')",True,商贸零售,33.38,30.29,33.99,29.98,,38.03
2025-07-10,688049,炬芯科技,4,95.36,case_002,2025-08-06,主板,['匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位'],59.03,57.88,-1.9481619515500568,4.489242757919699,46,2025-08-25,45,,,2025-07-11,2025-07-15,,,"('neg2pct', 'neg4pct')",True,电子,79.02,,,80.88,88.44,83.43
2025-07-10,002724,海洋王,5,95.31,case_008,2025-07-10,主板,['匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行'],7.66,8.37,9.268929503916437,12.663185378590086,36,2025-08-25,45,2025-08-15,2025-07-15,2025-08-01,,36,5,"('5pct', 'neg2pct', '10pct')",True,电子,79.02,78.33,88.44,75.94,,83.43
